Gene	Description	Symbol	EC
MYCTH_2316418	Cofilin/tropomyosin-type actin-binding protein	ABP1	
MYCTH_2316445	60S ribosomal protein(RPL26A)	RPL26A	
MYCTH_2316483	Vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells. The active enzyme consists of a catalytic V1 domain attached to an integral membrane V0 proton pore complex. This subunit is a non-integral membrane component of the membrane pore domain and is required for proper assembly of the V0 sector. Might be involved in the regulated assembly of V1 subunits onto the membrane sector or alternatively may prevent the passage of protons through V0 pores(VMA6)	VMA6	
MYCTH_2316489	Belongs to the SKP1 family(ELC1)	ELC1	
MYCTH_2316490	6-O-methylguanine DNA methyltransferase, DNA binding domain(MGT1)	MGT1	2.1.1.63
MYCTH_2316492	Scd6-like Sm domain	SCD6	
MYCTH_2316497	Cytochrome c oxidase subunit VIIc		
MYCTH_2316511	Amino acid permease	GAP1	
MYCTH_2316512			
MYCTH_2316515			
MYCTH_2316519	SNARE domain-containing protein		
MYCTH_2316520	Belongs to the mitochondrial carrier (TC 2.A.29) family		
MYCTH_2316522	Domain of unknown function (DUF4452)		
MYCTH_2316525	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism. Adenylate kinase activity is critical for regulation of the phosphate utilization and the AMP de novo biosynthesis pathways(ADK1)	ADK1	2.7.4.3
MYCTH_2316540			
MYCTH_2316558	Belongs to the eukaryotic ribosomal protein eL27 family(RPL27B)	RPL27B	
MYCTH_2316564	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain(CYC1)	CYC7	
MYCTH_2316572	Oligosaccaryltransferase		
MYCTH_2316574	C-terminal duplication domain of Friend of PRMT1(YRA1)	YRA1	
MYCTH_2316579	Belongs to the SNF7 family(VPS24)	VPS24	
MYCTH_2316580			
MYCTH_2316607	Domain with 2 conserved Trp (W) residues		
MYCTH_2316610	Belongs to the actin family(ARP3)	ARP3	
MYCTH_2316635	Belongs to the actin-binding proteins ADF family(COF1)	COF1	
MYCTH_2316642	Produces ATP from ADP in the presence of a proton gradient across the membrane(ATP2)	ATP2	2.4.1.18,3.6.3.14
MYCTH_2316652	Belongs to the mitochondrial carrier (TC 2.A.29) family(MIR1)	MIR1	
MYCTH_2316657	snRNP Sm proteins	SMX3	
MYCTH_2316706	Belongs to the small GTPase superfamily. Rho family(RHO1)	RHO1	
MYCTH_2316726	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner(mge1)	MGE1	
MYCTH_2316731	ATP citrate lyase citrate-binding(acl2)		2.3.3.8
MYCTH_2316737	Belongs to the syntaxin family(PEP12)	PEP12	
MYCTH_2316740	bZIP transcription factor		
MYCTH_2316753	Belongs to the mitochondrial carrier (TC 2.A.29) family(PET9)	PET9	
MYCTH_23848	Phosphorylase superfamily		
MYCTH_26583			
MYCTH_26863			
MYCTH_27099	Membrane-associating domain		
MYCTH_27231	Phosphotransferase		
MYCTH_27318	LPXTG-domain-containing protein		
MYCTH_27592		AZF1	
MYCTH_27758	CENP-S protein(MHF1)	YOL086W-A	
MYCTH_27775			
MYCTH_29375	Histone deacetylase domain(HOS3)	HOS3	3.5.1.98
MYCTH_31411	helicase superfamily c-terminal domain(ROK1)	ROK1	3.6.4.13
MYCTH_33003	Pro-kumamolisin, activation domain		3.4.14.9
MYCTH_33039	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	SET6	
MYCTH_33514	NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8)		
MYCTH_33936	Fungal-type cellulose-binding domain		
MYCTH_34819			
MYCTH_35583	RTA1 like protein		
MYCTH_35909	This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis	CDD1	3.5.4.5
MYCTH_36130			
MYCTH_36219	to reverse transcriptase	YGR109W-B	
MYCTH_36377	Histone-like transcription factor (CBF/NF-Y) and archaeal histone		2.7.7.7
MYCTH_36441			
MYCTH_36460			
MYCTH_36737	Apc13p protein		
MYCTH_36895			
MYCTH_36908			
MYCTH_36979	Ribosomal protein S28e(RPS28A)	RPS28B	
MYCTH_37027			
MYCTH_37094	Protein tyrosine kinase(VPS15)	VPS15	2.7.11.1
MYCTH_37110	Beta-glucosidase (SUN family)	YMR244W	
MYCTH_37424		YGR109W-B	
MYCTH_37469	Belongs to the cytochrome b5 family		
MYCTH_37566	NDT80 / PhoG like DNA-binding  family	NDT80	
MYCTH_37570	Glycosyl hydrolases family 16		
MYCTH_37752	Belongs to the MT-A70-like family		
MYCTH_37799	Scavenger mRNA decapping enzyme C-term binding	HNT1	
MYCTH_37844	Chitin binding domain		
MYCTH_37848	Ubiquitin-2 like Rad60 SUMO-like		
MYCTH_37869	RTA1 like protein	RSB1	
MYCTH_37941			
MYCTH_37947	NADH:flavin oxidoreductase / NADH oxidase family	OYE3	1.6.99.1
MYCTH_38152	Coiled-coil domain containing protein (DUF2052)		
MYCTH_38200	Belongs to the glycosyl hydrolase 3 family(bglE)		3.2.1.21
MYCTH_38236	Reverse transcriptase (RNA-dependent DNA polymerase)		
MYCTH_38313	Pfam:DUF3608(IML1)	IML1	
MYCTH_38365	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A9) family	VCX1	
MYCTH_38458	Prokaryotic phospholipase A2		
MYCTH_38472	Belongs to the GHMP kinase family. Mevalonate kinase subfamily(ERG8)	ERG8	2.7.4.2
MYCTH_38558	Glycosyl hydrolase family 30 beta sandwich domain		
MYCTH_38597			
MYCTH_38704	Fungal specific transcription factor domain	GAL4	
MYCTH_38796	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	HXT17	
MYCTH_38939	Belongs to the LDH MDH superfamily	MDH3	1.1.1.27
MYCTH_38980			
MYCTH_39013			
MYCTH_39035	Involved in maceration and soft-rotting of plant tissue		3.1.1.11
MYCTH_39101	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation(HCR1)	HCR1	
MYCTH_39133	FAD dependent oxidoreductase		
MYCTH_39167	Clr5 domain		
MYCTH_39233	Domain of unknown function (DUF4360)		
MYCTH_39279	Prolyl oligopeptidase family		
MYCTH_39317	AAA domain(SMC5)	SMC5	
MYCTH_39555	Belongs to the glycosyl hydrolase 43 family		
MYCTH_39559	Methyltransferase domain		
MYCTH_39591	Belongs to the mitochondrial carrier (TC 2.A.29) family	YMR166C	
MYCTH_39658	BTB/POZ domain		
MYCTH_39662			
MYCTH_39694	Triosephosphate isomerase	TPI1	5.3.1.1
MYCTH_39983	Zinc-binding dehydrogenase(ETR1)	ETR1	1.3.1.38
MYCTH_40012	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_40109	Belongs to the PI3 PI4-kinase family(VPS34)	VPS34	2.7.1.137
MYCTH_40111	Glycoside hydrolase family 2 protein		3.2.1.23
MYCTH_40175	Serine threonine-protein kinase sgk2		
MYCTH_40310			
MYCTH_40367	RibD C-terminal domain(RIB7)	RIB7	1.1.1.302
MYCTH_40437		YIL082W-A	
MYCTH_40668	Ketopantoate reductase PanE/ApbA	SVL3	
MYCTH_40719	Dak2	DAK2	2.7.1.28,2.7.1.29,4.6.1.15
MYCTH_40734	Protein of unknown function (DUF1749)		
MYCTH_40869	Mannan endo-1,6-alpha-mannosidase	DCW1	3.2.1.101
MYCTH_40885	GDSL-like Lipase/Acylhydrolase		
MYCTH_40891	Pectinesterase		3.1.1.11
MYCTH_40920	Calcium-activated chloride channel	IST2	
MYCTH_40928			
MYCTH_40930	TAP42-like family(TAP42)	TAP42	
MYCTH_40990	lysine 2,3-aminomutase activity		5.4.3.2
MYCTH_41043	Major Facilitator Superfamily		
MYCTH_41142			
MYCTH_41181			
MYCTH_41366	fasciclin domain		
MYCTH_41714	Amino acid permease(TPO5)	HNM1	
MYCTH_41800	Belongs to the aldehyde dehydrogenase family	ALD4	
MYCTH_41855	Histone-like transcription factor (CBF/NF-Y) and archaeal histone(HAP3)	HAP3	
MYCTH_41898			
MYCTH_41930		YIL082W-A	
MYCTH_41997			
MYCTH_42071	Alpha-L-arabinofuranosidase C-terminus		3.2.1.55
MYCTH_42269	Catalyzes the methyl transfer from S-adenosyl-methionine to the C-24 of zymosterol to form fecosterol(ERG6)	ERG6	2.1.1.41
MYCTH_42359	Chromatin remodelling complex Rsc7/Swp82 subunit	NPL6	
MYCTH_42394			
MYCTH_42476			
MYCTH_42529			
MYCTH_42730			
MYCTH_42822	DNA binding domain with preference for A/T rich regions		
MYCTH_42937	Belongs to the glycosyl hydrolase 7 (cellulase C) family		3.2.1.91
MYCTH_43163	Arabinogalactan endo-beta-1,4-galactanase		3.2.1.89
MYCTH_43249			
MYCTH_43356	Belongs to the glycosyl hydrolase 5 (cellulase A) family		3.2.1.4
MYCTH_43419	DDE superfamily endonuclease		
MYCTH_43484	zinc finger		
MYCTH_43545			
MYCTH_43571	Glycosyl hydrolases family 16		
MYCTH_43573	Indigoidine synthase A like protein		2.7.1.83,4.2.1.70
MYCTH_43648	NADH-ubiquinone/plastoquinone oxidoreductase chain 6(nad6)		1.6.5.3
MYCTH_43671	Aldo/keto reductase family(xyl1)	GRE3	1.1.1.307
MYCTH_43688	F-box domain containing protein		
MYCTH_43727	GDSL-like Lipase/Acylhydrolase family		
MYCTH_43941	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	HXT2	
MYCTH_44053	Pfam:Methyltransf_26(MTQ2)	MTQ2	2.1.1.297
MYCTH_44065	Ctr copper transporter family	CTR3	
MYCTH_44230	Common central domain of tyrosinase		1.14.18.1
MYCTH_44322			
MYCTH_44469			
MYCTH_44521	Fungal specific transcription factor domain	ASG1	
MYCTH_44554	Binds to the catalytic subunit of the cyclin dependent kinases and is essential for their biological function(CKS1)	CKS1	
MYCTH_44604	Fungal specific transcription factor domain	UME6	
MYCTH_44689	Intracellular protein transport-like protein		
MYCTH_44797	SNF2 family N-terminal domain(FUN30)	FUN30	3.6.4.12
MYCTH_44863	FAD binding domain	ALO1	
MYCTH_44903			
MYCTH_44996			
MYCTH_45081			
MYCTH_45107	Type IIB DNA topoisomerase(SPO11)	SPO11	
MYCTH_45263			
MYCTH_45273	Serine aminopeptidase, S33	YMR210W	
MYCTH_45292			
MYCTH_45669			
MYCTH_45679	Protein of unknown function (DUF952)		
MYCTH_45915			
MYCTH_45943	GDP-mannose 4,6 dehydratase	ARI1	
MYCTH_46086	UreF		
MYCTH_46266	Fungal specific transcription factor domain	ASG1	4.2.1.10
MYCTH_46410	Torus domain(CWC2)	CWC2	
MYCTH_46431	DNA damage repair protein(RAD9)		3.1.27.9
MYCTH_46530	NDT80 / PhoG like DNA-binding  family		
MYCTH_46579	MRC1-like domain		
MYCTH_46583	Fungal-type cellulose-binding domain		1.14.99.54
MYCTH_46612	K02A2.6-like	YIL082W-A	
MYCTH_46719	Protein of unknown function (DUF2462)		
MYCTH_46784			
MYCTH_46877			
MYCTH_46981	Type I 3-dehydroquinase	ARO1	4.2.1.10
MYCTH_47092	Calcineurin-like phosphoesterase		
MYCTH_47093	Glycosyl hydrolase family 61		
MYCTH_47428	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_47625			
MYCTH_47699	Uncharacterized protein conserved in bacteria (DUF2264)		
MYCTH_47732	Saccharomyces cerevisiae YJR111C	YJR111C	
MYCTH_47778	Major Facilitator Superfamily		
MYCTH_47841			
MYCTH_47844			
MYCTH_47934	Lysine methyltransferase	YJR129C	
MYCTH_47994			
MYCTH_48078	CutC family		
MYCTH_48238	cop9 signalosome complex subunit 3		
MYCTH_48250			
MYCTH_48379	Carbohydrate esterase family 1 protein		
MYCTH_48424			
MYCTH_48564	Domain of unknown function (DUF4451)		
MYCTH_48716	Alcohol dehydrogenase GroES-like domain	YNL134C	
MYCTH_48804	Glycosyl hydrolases family 16		3.2.1.181
MYCTH_48909			
MYCTH_48976	Putative death-receptor fusion protein (DUF2428)	YMR259C	
MYCTH_49020			
MYCTH_49142			
MYCTH_49210			
MYCTH_49355	ATP adenylyltransferase(APA2)	APA1	2.7.7.53
MYCTH_49393	Polyketide synthase non-ribosomal peptide synthetase hybrid	CEM1	
MYCTH_49425	CAAX protease self-immunity(RCE1)	RCE1	
MYCTH_49700	Cutinase		3.1.1.72
MYCTH_49795			
MYCTH_49818	WD domain, G-beta repeat(PFS2)	PFS2	
MYCTH_49824	Belongs to the glycosyl hydrolase 11 (cellulase G) family		3.2.1.8
MYCTH_50019			
MYCTH_50021			
MYCTH_50083	Ergosterol biosynthesis ERG4/ERG24 family(ERG24)	ERG24	1.3.1.70
MYCTH_50125			
MYCTH_50128	ubiE/COQ5 methyltransferase family		
MYCTH_50142	Contains conserved domain COG5218, YCG1, Chromosome condensation complex Condensin, subunit G(YCG1)	YCG1	
MYCTH_50254	Chromatin associated protein KTI12(KTI12)	KTI12	
MYCTH_50281	RNase P subunit Pop3(POP3)		3.1.26.5
MYCTH_50286	Putative oxalocrotonate tautomerase enzyme		
MYCTH_50303	Myb-like DNA-binding domain		
MYCTH_50335	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.205) subfamily	PDR15	
MYCTH_50343	Uncharacterised protein family UPF0047		
MYCTH_50396	FAD binding domain		1.14.13.1
MYCTH_50515			
MYCTH_50523	Sir2 family(HST3)	HST3	4.4.1.36
MYCTH_50532	Microsomal signal peptidase 12 kDa subunit (SPC12)	SPC1	
MYCTH_50538	transcription initiation from RNA polymerase II promoter(TAF5)	RSA4	
MYCTH_50608	Belongs to the glycosyl hydrolase 18 family(CHT4)	CTS2	3.2.1.14
MYCTH_50705	Fibronectin type III-like domain		3.2.1.37
MYCTH_5082			
MYCTH_50820	Belongs to the glycosyl hydrolase 43 family		
MYCTH_50837	Domain of unknown function (DUF3474)		
MYCTH_50843	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family	YNL022C	2.1.1.311
MYCTH_50903	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	MAL31	
MYCTH_50908	DDE superfamily endonuclease		
MYCTH_50920	Fungal trichothecene efflux pump (TRI12)	VBA5	
MYCTH_51006	TPR repeat(TFC4)	TFC4	6.3.3.1,6.3.4.13
MYCTH_51411	DNA/RNA non-specific endonuclease(NUC1)	NUC1	
MYCTH_51515			
MYCTH_51545	Belongs to the glycosyl hydrolase family 6		3.2.1.91
MYCTH_51627	Belongs to the multicopper oxidase family(lcc1)	FET5	
MYCTH_51742	Major facilitator superfamily transporter		
MYCTH_51766	Belongs to the polysaccharide lyase 4 family		4.2.2.23
MYCTH_51812	F-box domain protein		
MYCTH_51839	peptidase M20		
MYCTH_51856	Belongs to the type-B carboxylesterase lipase family		
MYCTH_51992			
MYCTH_52064	Belongs to the glycosyl hydrolase 31 family	ROT2	3.2.1.177
MYCTH_52068	Belongs to the glycosyl hydrolase 5 (cellulase A) family		3.2.1.4
MYCTH_52082	Catechol dioxygenase N terminus		1.13.11.1
MYCTH_52160	Glycosyl Hydrolase Family 88		3.2.1.172
MYCTH_52175	Artemis protein		
MYCTH_52300	Isochorismatase family		
MYCTH_52332	Amb_all(pelA)		4.2.2.10
MYCTH_52463	Amb_all		4.2.2.2
MYCTH_52469	Polysaccharide lyase		
MYCTH_52491			
MYCTH_52496	covalently-linked cell wall protein	CIS3	
MYCTH_52498			
MYCTH_52514	Belongs to the glycosyl hydrolase 5 (cellulase A) family		
MYCTH_52547	Major Facilitator Superfamily	THI73	
MYCTH_52576	SANT/Myb-like domain of DAMP1(SWC4)	SWC4	
MYCTH_52645	Acid phosphatase homologues	DPP1	3.1.3.4,3.1.3.81
MYCTH_52713	Ricin B lectin		
MYCTH_52715	ABC transporter transmembrane region	YCF1	
MYCTH_52735			
MYCTH_52789	integral membrane protein		
MYCTH_52807	protein kinase activity	HRR25	2.7.11.1
MYCTH_52839	Protein tyrosine kinase	FUS3	
MYCTH_52892			
MYCTH_52904	Beta-xylanase		3.2.1.8
MYCTH_53033	NAD binding domain of 6-phosphogluconate dehydrogenase		1.1.1.31
MYCTH_53055	Riboflavin kinase(FMN1)	FMN1	2.7.1.26
MYCTH_53112	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain(SET5)		
MYCTH_53124	Transcription factor TFIID complex subunit 8 C-term		
MYCTH_53171	Nucleoside 2-deoxyribosyltransferase like		
MYCTH_53224	Fungal specific transcription factor domain	YRR1	
MYCTH_53288	tyrosinase protein		1.14.18.1
MYCTH_5342			
MYCTH_53508	Belongs to the FGGY kinase family(GUT1)	GUT1	2.7.1.30
MYCTH_53690			
MYCTH_53698	GDSL-like Lipase/Acylhydrolase family		
MYCTH_53804	Cation transport protein	TRK1	
MYCTH_53851	Gpi anchored serine-threonine rich protein		
MYCTH_53860	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	STL1	
MYCTH_53865			
MYCTH_53905	Zinc-binding dehydrogenase		
MYCTH_53945	Trichodiene synthase (TRI5)		
MYCTH_54010	Fungal trichothecene efflux pump (TRI12)	VBA5	
MYCTH_54036			
MYCTH_54054			
MYCTH_54058	Glycoside hydrolase family 93 protein		
MYCTH_54073	Centrosomin N-terminal motif 1		
MYCTH_54141	molybdenum ion binding		
MYCTH_54167	ABC transporter(HST6)	STE6	3.6.3.44
MYCTH_54374	ZIP Zinc transporter	ZRT2	
MYCTH_54466	Belongs to the peptidase M28 family	APE3	
MYCTH_54533	Domain of unknown function (DUF1996)		
MYCTH_54570	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain		
MYCTH_54601	Glycosyl hydrolases family 2, sugar binding domain		3.2.1.165
MYCTH_54618	Glycosyl hydrolases family 18	CTS2	3.2.1.14
MYCTH_54667	Fungal specific transcription factor domain		
MYCTH_54709	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	SET6	
MYCTH_54712	Carboxylesterase family		3.1.1.94
MYCTH_54721	Pyridine nucleotide-disulphide oxidoreductase		1.14.13.22
MYCTH_54815	Enoyl-(Acyl carrier protein) reductase	AYR1	
MYCTH_54823	glyoxalase bleomycin resistance protein dioxygenase		4.4.1.5
MYCTH_54923			
MYCTH_54987	Serine hydrolase (FSH1)		
MYCTH_54995	to reverse transcriptase		
MYCTH_55132	Beta-ketoacyl synthase	CEM1	
MYCTH_55232	Glycoside hydrolase family 5 protein	YIR007W	
MYCTH_55542	Transcriptional regulator		
MYCTH_55568	WGS project CABT00000000 data, contig		
MYCTH_55576	Zinc-binding dehydrogenase	ADH1	
MYCTH_55581	Beta-L-arabinofuranosidase, GH127		
MYCTH_55717	Belongs to the glycosyl hydrolase 28 family(pgxB)	PGU1	3.2.1.67
MYCTH_55803	Glycosyl hydrolase family 61		1.14.99.54,1.14.99.56
MYCTH_55909	Bromodomain associated(SPT7)	SPT7	
MYCTH_55928			
MYCTH_55982	Glycosyl hydrolase family 62		
MYCTH_55985	Biotrophy-associated secreted protein 2		
MYCTH_56173	Emopamil binding protein		5.3.3.5
MYCTH_56237	Belongs to the glycosyl hydrolase 11 (cellulase G) family		3.2.1.8
MYCTH_56270			
MYCTH_56363			
MYCTH_56385	Phosphoglycerate mutase family	DET1	
MYCTH_56445	ERCC4 domain		
MYCTH_56455	Phenol hydroxylase, C-terminal dimerisation domain		
MYCTH_56516	Belongs to the small GTPase superfamily. Rho family(rho4)	RHO1	
MYCTH_56561	Protein of unknown function (DUF2722)		
MYCTH_56717	Belongs to the heat shock protein 70 family	SSB1	
MYCTH_56853	Contains conserved domain COG5531 COG5531 , SWIB-domain-containing proteins implicated in chromatin remodeling(ssr3)	SNF12	2.7.11.1
MYCTH_57097			
MYCTH_57224	ATP synthase delta (OSCP) subunit(ATP5)	ATP5	
MYCTH_57338	Cytochrome c oxidase assembly protein CtaG/Cox11(COX11)	COX11	
MYCTH_57398			
MYCTH_57502	Aldose 1-epimerase	GAL10	5.1.3.3
MYCTH_57543			
MYCTH_57572	Gamma-glutamyltranspeptidase	ECM38	2.3.2.2,3.4.19.13
MYCTH_57777	Basic region leucine zipper		
MYCTH_57779	Histone H3(HHT1)	HHT2	
MYCTH_57800			
MYCTH_57823	zinc finger		
MYCTH_57908	snRNP Sm proteins	LSM1	
MYCTH_57924	DDE superfamily endonuclease		
MYCTH_58125	Belongs to the GMC oxidoreductase family		1.1.99.18
MYCTH_58223			
MYCTH_58299	tRNA pseudouridine synthase(DEG1)	DEG1	5.4.99.45
MYCTH_58485			
MYCTH_58635			
MYCTH_58642	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A) family	MAL31	
MYCTH_58873	SRP54-type protein, GTPase domain	TDA10	2.7.1.31
MYCTH_58882	Fibronectin type III-like domain		3.2.1.21
MYCTH_58986			
MYCTH_59005	Dioxygenase		
MYCTH_59085			
MYCTH_59106	Uncharacterised conserved protein (DUF2156)(DPS1)	DPS1	6.1.1.12
MYCTH_59137	aerobactin siderophore biosynthesis protein iucB		
MYCTH_59287	C2H2-type zinc finger(CRZ1)	CRZ1	
MYCTH_59302	Belongs to the GroES chaperonin family(hsp10)	HSP10	
MYCTH_59388	SNF5 / SMARCB1 / INI1(SFH1)	SFH1	
MYCTH_59445	Yeast mitochondrial distribution and morphology (MDM) proteins(MDM31)	MDM31	
MYCTH_59585	Mono-functional DNA-alkylating methyl methanesulfonate N-term		
MYCTH_59591	eukaryotic translation initiation factor(ANB1)	HYP2	
MYCTH_59853	Rio2, N-terminal(rio2)	RIO2	2.7.11.1
MYCTH_59946	Regulatory subunit of the dimeric UBA3-ULA1 E1 enzyme	ULA1	
MYCTH_59997	DUF1237		
MYCTH_60177	Glycosyltransferase sugar-binding region containing DXD motif	OCH1	2.4.1.232
MYCTH_60238	Pyridoxamine 5'-phosphate oxidase like		
MYCTH_60267	F-box domain-containing protein		
MYCTH_60294	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall(GAS5)	GAS5	
MYCTH_60316	Proteolipid membrane potential modulator	PMP3	
MYCTH_60350			
MYCTH_60397			
MYCTH_60509	Transmembrane amino acid transporter protein		
MYCTH_60517	CoA binding domain		
MYCTH_60632	FAD dependent oxidoreductase(DAO1)		1.4.3.1,1.4.3.3
MYCTH_60661	Ribosomal protein L1p/L10e family(CIC1)	UTP30	
MYCTH_60685	Common central domain of tyrosinase		1.14.18.1
MYCTH_60726			
MYCTH_61192	Major Facilitator Superfamily	HOL1	
MYCTH_61336			
MYCTH_61337			
MYCTH_61415			
MYCTH_61442	phosphopantetheine binding		
MYCTH_61486	Glycosyl hydrolases family 16	CRH1	
MYCTH_61507	ABC transporter transmembrane region	YCF1	
MYCTH_61543			
MYCTH_61649			
MYCTH_61659	COG5076, COG5076, Transcription factor involved in chromatin remodeling, contains bromodomain(GCN5)	GCN5	2.3.1.48
MYCTH_61755	Protein tyrosine kinase	CBK1	
MYCTH_61858	Phosphoribosyl transferase domain(APT1)	APT1	2.4.2.7
MYCTH_62052	Alcohol dehydrogenase GroES-like domain(lad1)	SOR1	1.1.1.14
MYCTH_62074	Dynein light chain type 1(DYN2)	DYN2	
MYCTH_62175	Glycosyl hydrolases family 16(CRH1)	CRH1	3.2.1.73
MYCTH_62332	Belongs to the histone deacetylase family. HD Type 1 subfamily(HOS2)	HOS2	3.5.1.98
MYCTH_62593	Belongs to the eukaryotic ribosomal protein eL42 family(RPL44)	RPL42A	
MYCTH_62625	Contains conserved domain SET pfam00856 , SET domains	SET6	
MYCTH_62710	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis(cob)	COB	
MYCTH_62778			
MYCTH_62866	RNA polymerases D(RPC40)	RPC40	
MYCTH_62925	Belongs to the glycosyl hydrolase 3 family		3.2.1.21
MYCTH_63343	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in mitochondrial tRNAs that read codons beginning with adenine. Probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. Involved in mitochondrial genome maintenance	QRI7	2.3.1.234
MYCTH_63472			
MYCTH_63536	Membrane magnesium transporter		
MYCTH_63776	Ribosomal protein S8e(NSA2)	NSA2	
MYCTH_63778	zinc finger		
MYCTH_63795	TATA element modulatory factor 1 TATA binding	SGM1	
MYCTH_63866	Rad17 cell cycle checkpoint protein(rad17)	RAD24	
MYCTH_63965	Glutamine(GLN1)	GLN1	6.3.1.2
MYCTH_64004	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
MYCTH_64049			
MYCTH_64095			
MYCTH_64173	Synaptobrevin(SNC2)	SNC2	
MYCTH_64299	GDSL-like Lipase/Acylhydrolase family		
MYCTH_64320			
MYCTH_64380	Belongs to the heat shock protein 70 family(SSZ1)	SSZ1	
MYCTH_64530			
MYCTH_64792	CASC3/Barentsz eIF4AIII binding		
MYCTH_64869	Major Facilitator Superfamily	DTR1	
MYCTH_64893	ERG2 and Sigma1 receptor like protein(ERG2)	ERG2	
MYCTH_65137	Ca2+ insensitive EF hand(CMD1)	CMD1	
MYCTH_65400	Pyridine nucleotide-disulphide oxidoreductase		
MYCTH_65475	Conidiation protein 6		
MYCTH_65542			
MYCTH_65705	Dyggve-Melchior-Clausen syndrome protein		
MYCTH_65726	to reverse transcriptase		
MYCTH_66022	May contribute to the regulation of the isoprenoid and sterol pathway in living cells(ERG12)	ERG12	2.7.1.36
MYCTH_66068	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis(TUF1)	TUF1	
MYCTH_66088	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	KIP3	
MYCTH_66289	Belongs to the SNF7 family(SNF7)	SNF7	
MYCTH_66338	Myo-inositol-1-phosphate synthase(INO1)	INO1	5.5.1.4
MYCTH_66349	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall(GAS5)	GAS5	
MYCTH_66442			
MYCTH_66448			
MYCTH_66729	Belongs to the glycosyl hydrolase family 6(cbhC)		3.2.1.91
MYCTH_66783	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
MYCTH_66804	Fibronectin type III-like domain(bglL)		3.2.1.21
MYCTH_66924			
MYCTH_66978			
MYCTH_67016	Tricarboxylate carrier(fsf1)	FSF1	
MYCTH_67051	Transcriptional activator(HAP5)	HAP5	
MYCTH_67060	FGGY family of carbohydrate kinases, C-terminal domain(xkiA)	XKS1	2.7.1.17
MYCTH_67326	ABC transporter transmembrane region(YCF1)	YCF1	
MYCTH_67390	Very-long-chain 3-oxoacyl-CoA synthase	ELO1	
MYCTH_67473			
MYCTH_67855	Histone H3(CSE4)	HHT2	
