Gene	Description	Symbol	EC
ANI_1_688094	salicylate hydroxylase		1.14.13.1
ANI_1_688124	U1 small nuclear ribonucleoprotein 70 kDa		
ANI_1_688164	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family(HMT1)		2.1.1.319
ANI_1_688184	Catalyzes the interconversion between the alpha and beta anomers from at least three hexose 6-phosphate sugars (Glc6P, Gal6P, and Man6P)(YMR099C)		5.1.3.15
ANI_1_690024	ABC transporter		
ANI_1_690064	RNA polymerase II transcription elongation factor Rtf1p(RTF1)		
ANI_1_690094	Transcription factor RfeD		
ANI_1_690104	Cytochrome P450		
ANI_1_690114	Sugar (and other) transporter		
ANI_1_690124	Mitochondrial ribosomal protein L43(MRPL51)		
ANI_1_690144	Peroxisome biosynthesis protein (PAS1(PEX1)		
ANI_1_690164	MaoC like domain		
ANI_1_692014	Fungal family of unknown function (DUF1776)		
ANI_1_692114	Carboxylesterase family		
ANI_1_692144	Belongs to the MCM family(mcm7)		3.6.4.12
ANI_1_694024			
ANI_1_694034	Spherulin 4-like cell surface protein		
ANI_1_694094	Taurine catabolism dioxygenase TauD, TfdA family		
ANI_1_694114	reductase		
ANI_1_694124	Cell cycle control protein (Cwf8)		2.3.2.27
ANI_1_694164	Belongs to the AAA ATPase family(RPT5)		
ANI_1_696014	WLM domain		
ANI_1_696024	ATP-binding RNA helicase involved in the biogenesis of 60S ribosomal subunits and is required for the normal formation of 25S and 5.8S rRNAs(DBP9)		3.6.4.13
ANI_1_696114	Major Facilitator Superfamily		
ANI_1_696144	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration		4.2.1.93
ANI_1_696184			
ANI_1_698014	Small nucleolar ribonucleoprotein complex subunit Dip2(DIP2)		
ANI_1_698024			
ANI_1_698074			
ANI_1_698094	ER membrane protein (Pkr1)(PKR1)		
ANI_1_698114	Phytanoyl-CoA dioxygenase (PhyH)		
ANI_1_698124	Ribosome biogenesis protein Ria1(RIA1)		
ANI_1_698164			
ANI_1_700014	Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks(ARC35)		
ANI_1_700024	Phosphate acyltransferases(TAZ1)		
ANI_1_700064			
ANI_1_700084			
ANI_1_700114	Metallo-beta-lactamase superfamily		
ANI_1_700124	Exosome complex(CSL4)		
ANI_1_700144	Belongs to the eukaryotic ribosomal protein P1 P2 family(RPP2B)		
ANI_1_700164	CAMP-dependent protein(SCH9)		2.7.11.1
ANI_1_70084	Serine aminopeptidase, S33		
ANI_1_70094	Nuclear pore complex subunit(BUB3)		
ANI_1_70114	Cytochrome oxidase c assembly		
ANI_1_70124	Belongs to the eukaryotic ribosomal protein eL13 family(rpl13)		
ANI_1_70154			
ANI_1_70184	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain		1.1.1.35
ANI_1_702014	F-box domain protein		
ANI_1_702024	54S ribosomal protein L31, mitochondrial		
ANI_1_702064	Taurine catabolism dioxygenase TauD, TfdA family		
ANI_1_702084	Domain of unknown function (DUF4748)		
ANI_1_702114	Xylose isomerase-like TIM barrel		
ANI_1_702124	Vacuolar armadillo repeat protein Vac8(VAC8)		
ANI_1_702144	Belongs to the universal ribosomal protein uS19 family(RPS15)		
ANI_1_702164	Nuclear localization protein NPL6(NPL6)		
ANI_1_702184	Ubiquitin 3 binding protein But2 C-terminal domain		
ANI_1_704034	GMC oxidoreductase		
ANI_1_704084	TFIIH complex helicase Ssl2(SSL2)		3.6.4.12
ANI_1_704114			
ANI_1_704164	Belongs to the SNF7 family(SNF7)		
ANI_1_706014	Sigma factor PP2C-like phosphatases		3.1.3.16
ANI_1_706074	Mitochondrial hypoxia responsive domain protein(RCF2)		
ANI_1_706084	HypA-like protein		
ANI_1_706094	PAP2 domain protein		3.1.3.4,3.1.3.81
ANI_1_706124	Cell surface protein		
ANI_1_708024			
ANI_1_708034	Glycosyl transferase family 21		
ANI_1_708074	factor iws1(IWS1)		
ANI_1_708084			
ANI_1_708094	Fructosyl amine oxygen oxidoreductase		1.5.3.1,1.5.3.7
ANI_1_708104	FAD dependent oxidoreductase		1.5.3.1,1.5.3.7
ANI_1_708114	short chain dehydrogenase		
ANI_1_708144	Actin cytoskeleton protein (VIP1)(vip1)		
ANI_1_708164	MFS multidrug transporter		
ANI_1_708184	PAP2 domain protein		3.1.3.4,3.1.3.81
ANI_1_710074	Mitochondrial import receptor subunit or translocase		
ANI_1_710084	belongs to the NAD synthetase family(QNS1)		6.3.5.1
ANI_1_710114	Belongs to the MIP aquaporin (TC 1.A.8) family		
ANI_1_710124			
ANI_1_710164	3-beta hydroxysteroid dehydrogenase isomerase family protein		
ANI_1_710184			
ANI_1_712074	Nucleoporin(NUP57)		
ANI_1_712094	Fungal specific transcription factor domain		
ANI_1_712104	Carboxylesterase family		3.1.1.1,3.1.1.56,3.1.1.84
ANI_1_712124	Vacuolar protein sorting vps16(vps16)		
ANI_1_712164	Belongs to the GMC oxidoreductase family		1.1.3.13
ANI_1_714014			
ANI_1_714064			
ANI_1_714074	Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone(NdufA8)		
ANI_1_714114	zinc finger		
ANI_1_714124	Alb1		
ANI_1_714144	Nonsense-mediated mRNA decay protein (Nmd5)(NMD5)		
ANI_1_714184	ribosomal protein L25		
ANI_1_716114			
ANI_1_716144	DEAD DEAH box RNA helicase (Ski2)(SKI2)		
ANI_1_718024			
ANI_1_718114	solute carrier family 22		
ANI_1_718124	EF-hand superfamily Ca2 -modulated protein		
ANI_1_718144	Uncharacterised protein domain (DUF2415)		
ANI_1_718164	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_720014	Aspartyl-tRNA synthetase(DPS1)		6.1.1.12
ANI_1_720094			
ANI_1_720114	CorA-like Mg2+ transporter protein		
ANI_1_720124	PPPDE putative peptidase domain		
ANI_1_720144	Belongs to the heat shock protein 70 family(SSC1)		
ANI_1_720184	Aminopeptidase(APE2)		
ANI_1_72034	Alpha-ketoglutarate-dependent taurine dioxygenase		1.14.11.17
ANI_1_72044	Belongs to the eukaryotic ribosomal protein eL19 family(GCN1)		
ANI_1_72074	Glutaredoxin		
ANI_1_72094	ATP binding protein		
ANI_1_72104			
ANI_1_72124			
ANI_1_72134	Cytokinesis protein sepA		
ANI_1_72164			
ANI_1_72184	CoA-transferase family III		
ANI_1_722064	Inheritance of peroxisomes protein 1		
ANI_1_722084			
ANI_1_722094	F-actin-capping proteins bind in a Ca(2 )-independent manner to the fast growing ends of actin filaments (barbed end) thereby blocking the exchange of subunits at these ends. Unlike other capping proteins (such as gelsolin and severin), these proteins do not sever actin filaments(CAP1)		
ANI_1_722114	Serine hydrolase (FSH1)		
ANI_1_722144			
ANI_1_724014	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain(TUB1)		
ANI_1_724024	CCCH and RING finger protein (Znf183)(CWC24)		2.3.1.258
ANI_1_724034	Carboxylesterase family		
ANI_1_724064	Transmembrane protein UsgS		
ANI_1_724074	Belongs to the carnitine choline acetyltransferase family(YAT1)		2.3.1.7
ANI_1_724084	Class II histone deacetylase complex subunits 2 and 3		
ANI_1_724114	Polyketide synthase dehydratase		
ANI_1_724144	protein alkylation(RKM5)		
ANI_1_724164			
ANI_1_724184	Serine threonine protein kinase involved in the cytoplasm to vacuole transport (Cvt) and found to be essential in autophagy, where it is required for the formation of autophagosomes. Involved in the clearance of protein aggregates which cannot be efficiently cleared by the proteasome. Required for selective autophagic degradation of the nucleus (nucleophagy) as well as for mitophagy which contributes to regulate mitochondrial quantity and quality by eliminating the mitochondria to a basal level to fulfill cellular energy requirements and preventing excess ROS production. Also involved in endoplasmic reticulum-specific autophagic process, in selective removal of ER- associated degradation (ERAD) substrates. Plays a key role in ATG9 and ATG23 cycling through the pre-autophagosomal structure and is necessary to promote ATG18 binding to ATG9 through phosphorylation of ATG9(ATG1)		2.7.11.1
ANI_1_726014	EF hand domain protein		
ANI_1_726024	Annexin repeats		
ANI_1_726064	formamidase		3.5.1.49
ANI_1_726074	Belongs to the CRISP family		
ANI_1_726084	polyketide synthase		
ANI_1_726144	Fatty acid activator Faa4(FAA4)		6.2.1.3
ANI_1_726164	Translation initiation factor(IFM1)		
ANI_1_726184	Phosphatidate cytidylyltransferase(SEC59)		1.3.1.88,2.7.1.108
ANI_1_728024	Zinc-binding domain, present in Dystrophin, CREB-binding protein.		2.3.2.27
ANI_1_728074	DUF255 domain protein		
ANI_1_728084	SH3 domain protein (Cyk3)		
ANI_1_728114	carbonic anhydrase		
ANI_1_728124	Small oligopeptide transporter, OPT family		
ANI_1_728134	Involved in maceration and soft-rotting of plant tissue. Hydrolyzes the 1,4-alpha glycosidic bonds of de-esterified pectate in the smooth region of the plant cell wall		3.2.1.15,3.2.1.67
ANI_1_728164	Belongs to the mitochondrial carrier (TC 2.A.29) family(YMC1)		
ANI_1_730014			
ANI_1_730024	Belongs to the mitochondrial carrier (TC 2.A.29) family		3.1.1.23
ANI_1_730034	Amidase		3.5.1.4
ANI_1_730074	WD domain, G-beta repeat		
ANI_1_730094	Peptidyl-prolyl cis-trans isomerase(FPR3)		5.2.1.8
ANI_1_730124	RNA annealing protein Yra1(YRA1)		
ANI_1_730134	Conserved hypothetical protein		
ANI_1_730184	C2H2 transcription factor (Seb1)		
ANI_1_732014	Origin recognition complex, subunit		
ANI_1_732024	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling(HHF1)		
ANI_1_732064	fructosyl amine oxygen oxidoreductase		1.5.3.1,1.5.3.7
ANI_1_732074	G2 M phase checkpoint control protein Sum2		
ANI_1_732114	Taurine catabolism dioxygenase TauD, TfdA family		
ANI_1_732124	Belongs to the SNF7 family(VPS24)		
ANI_1_732144	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. This subunit can bind 18S rRNA(TIF35)		
ANI_1_732164	Belongs to the glycosyl hydrolase 31 family		
ANI_1_732184	Thioredoxin(txl1)		
ANI_1_734014	RNA-binding protein		
ANI_1_734024	Protein phosphatase regulatory subunit Gac1		
ANI_1_734064	Peptidyl-prolyl cis-trans isomerase(cpr6)		5.2.1.8
ANI_1_734074	Putative cyclase		
ANI_1_734084	PHD transcription factor (Rum1)		
ANI_1_734094	Transcription factor TFIID complex 145 kDa subunit		
ANI_1_734114			
ANI_1_734124	Hsp90 binding co-chaperone (Sba1)(wos2)		
ANI_1_734144	Belongs to the heat shock protein 70 family		
ANI_1_736014	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(rpc2)		2.7.7.6
ANI_1_736064	deacylase(DTD1)		
ANI_1_736114	TAP-like protein		
ANI_1_736124	CCCH finger DNA binding protein(TMA46)		
ANI_1_736134	Sorbitol xylulose reductase		1.1.1.289
ANI_1_736164	High expression lethality protein Hel10		
ANI_1_736184	Belongs to the peroxidase family(CCP1)		1.11.1.5
ANI_1_738024	SAP domain protein		
ANI_1_738034	Glucosamine-fructose-6-phosphate aminotransferase(GFA1)		2.6.1.16
ANI_1_738064	CCR4-NOT transcription complex, subunit 3(NOT5)		
ANI_1_738074	Component of the velvet transcription factor complex that controls sexual asexual developmental ratio in response to light, promoting sexual development in the darkness while stimulating asexual sporulation under illumination(veA)		
ANI_1_738084	Thymidylate kinase(CDC8)		2.7.4.9
ANI_1_738104	serine carboxypeptidase		
ANI_1_738114	Phenylalanine ammonia-lyase		4.3.1.24
ANI_1_738124	Glycosyl Hydrolase Family 88		3.2.1.172
ANI_1_74	Belongs to the ALAD family(HEM2)		4.2.1.24
ANI_1_740014	Ubiquitin fusion degradation protein (Ufd1)(UFD1)		
ANI_1_740034	Major Facilitator Superfamily		
ANI_1_740064	C2H2 finger domain protein		
ANI_1_740084	Non-catalytic subunit of the queuine tRNA- ribosyltransferase (TGT) that catalyzes the base-exchange of a guanine (G) residue with queuine (Q) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, - His and -Tyr), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7- deazaguanosine)		2.4.2.29
ANI_1_740104			
ANI_1_740114			
ANI_1_740124	Pigment biosynthesis protein Ayg1		
ANI_1_740134	NAD(P)H-binding		
ANI_1_74014	Belongs to the aldehyde dehydrogenase family		
ANI_1_740164	60S ribosome biogenesis protein Rrp14		
ANI_1_74074	60S ribosomal protein L9(RPL9B)		
ANI_1_74104	INO80 complex subunit Ies4		
ANI_1_74114	short-chain dehydrogenase reductase		
ANI_1_74124	Conserved leucine-rich repeat protein		
ANI_1_74134			
ANI_1_74154	Homoserine O-acetyltransferase		2.3.1.31
ANI_1_74184	Transcription factor		
ANI_1_742074	oleate delta-12 desaturase		1.14.19.22,1.14.19.6
ANI_1_742114	MFS transporter Liz1 Seo1		
ANI_1_742144	Oxidoreductase, 2-nitropropane dioxygenase family		
ANI_1_742164	oxidoreductase, 23 kDa subunit(NdufS8)		1.6.5.3,1.6.99.3
ANI_1_744014	participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes(RVB2)		3.6.4.12
ANI_1_744024	Plasma membrane SNARE protein (Sec9)(SEC9)		
ANI_1_744064	Survival motor neuron (SMN) interacting protein 1 (SIP1)		
ANI_1_744084	Hypothetical protein FLILHELTA		
ANI_1_744114	Alpha-ketoglutarate-dependent taurine dioxygenase		
ANI_1_744124	FAD dependent oxidoreductase		1.4.3.3
ANI_1_744164	Carrier of the growing fatty acid chain in fatty acid biosynthesis(ACP2)		
ANI_1_746014	Alpha beta		3.1.26.3
ANI_1_746024	Splicing factor 3B subunit 1(prp10)		
ANI_1_746074	Membrane-tethered transcription factor (SPT23)(SPT23)		
ANI_1_746084	Nucleoside diphosphate kinase(ndk1)		2.7.4.6
ANI_1_746104	Major Facilitator Superfamily		
ANI_1_746114	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain		
ANI_1_746124	DUF652 domain protein(FCF1)		
ANI_1_746144	ARF GTPase activator (Glo3)(GLO3)		
ANI_1_746164	Golgi phosphoprotein 3 (GPP34) domain containing protein(VPS74)		
ANI_1_746184	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family(CAR2)		2.6.1.13
ANI_1_748014			
ANI_1_748064	Aspartyl-tRNA synthetase		6.1.1.12
ANI_1_748074	Glycosyl hydrolase family 61		
ANI_1_748084	Belongs to the glycosyl hydrolase 31 family(ROT2)		3.2.1.84
ANI_1_748094	Belongs to the GMC oxidoreductase family		
ANI_1_748114	Class II aldolase adducin domain protein		
ANI_1_748124	WD domain, G-beta repeat protein		
ANI_1_748164	Uncharacterized conserved protein (DUF2183)		
ANI_1_750014	Fumarylacetoacetate hydrolase family protein		
ANI_1_750024	C2H2 finger domain protein FlbC		
ANI_1_750064	HAD superfamily hydrolase		
ANI_1_750074	RNA binding protein Ligatin Tma64		
ANI_1_750084	ABC-type nitrate sulfonate bicarbonate transport systems periplasmic components-like protein		
ANI_1_750114	TAP-like protein		
ANI_1_750124	Oxidoreductase, short chain dehydrogenase reductase family		
ANI_1_750184	Enoyl-(Acyl carrier protein) reductase		
ANI_1_752024	Telomere length regulation protein(TEL2)		
ANI_1_752074	RNA-binding La domain protein		
ANI_1_752084	PQ loop repeat protein		
ANI_1_752114	transporter		
ANI_1_752134	Amino acid transporter		
ANI_1_752144	PWI domain		
ANI_1_752184	Mycolic acid cyclopropane synthetase		2.1.1.41
ANI_1_754024	Belongs to the complex I 49 kDa subunit family(NdufS2)		1.6.5.3,1.6.99.3
ANI_1_754064	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins(SEC21)		
ANI_1_754114	Alcohol dehydrogenase GroES-like domain		
ANI_1_754144	Belongs to the GPI family(PGI1)		5.3.1.9
ANI_1_754164	CBS domain protein(SDS23)		
ANI_1_756024	DNA-directed RNA polymerase I and III subunit Rpc40(RPC40)		
ANI_1_756064	phosducin(PLP2)		
ANI_1_756094	Golgi reassembly stacking protein		
ANI_1_756114	synthase		
ANI_1_758024	enzyme E1(uba3)		6.2.1.45
ANI_1_758074	Belongs to the heat shock protein 70 family(SSE1)		
ANI_1_758084	Plasma membrane		3.6.3.6
ANI_1_758104	domain protein		
ANI_1_758114			
ANI_1_758124			
ANI_1_758144	Ribosomal protein S21		
ANI_1_758164	VHS domain protein(GGA2)		
ANI_1_758184	Flavin-binding monooxygenase-like protein		
ANI_1_760024	Belongs to the ubiquitin-conjugating enzyme family		2.3.2.25
ANI_1_760064	Belongs to the protein kinase superfamily(HRR25)		2.7.11.1
ANI_1_760084	Belongs to the class-I aminoacyl-tRNA synthetase family		6.1.1.17
ANI_1_760094	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane		
ANI_1_760114	Belongs to the cytochrome P450 family		
ANI_1_760134	Protein kinase domain		
ANI_1_76014	Alcohol dehydrogenase GroES-like domain		
ANI_1_760144	Rhodanese Homology Domain(ibp1)		3.1.3.48
ANI_1_760164	Ribosome biogenesis protein required for processing 35S pre-rRNA at site D(TSR3)		
ANI_1_76034			
ANI_1_76094	ATP citrate lyase, subunit 1(acl1)		2.3.3.8
ANI_1_76104	Membrane associated DnaJ chaperone		
ANI_1_76114	Belongs to the thiolase family		2.3.1.16
ANI_1_76134	Catalyzes the NAD( )-dependent oxidation of formate to carbon dioxide. Formate oxidation is the final step in the methanol oxidation pathway in methylotrophic microorganisms. Has a role in the detoxification of exogenous formate in non- methylotrophic organisms(FDH1)		1.17.1.9
ANI_1_76154	alcohol dehydrogenase		
ANI_1_76174	Proton-conducting pore forming subunit of the membrane integral V0 complex of vacuolar ATPase. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells(CUP5)		
ANI_1_76184	Low-density lipoprotein receptor YWTD		
ANI_1_762014	cytochrome P450		
ANI_1_762024	Belongs to the protein kinase superfamily(CMK2)		2.7.11.17
ANI_1_762034	Methyltransferase		
ANI_1_762084	Mitochondrial large ribosomal subunit protein L1		
ANI_1_762094	Cleaves proteins, imported into the mitochondrion, to their mature size. While most mitochondrial precursor proteins are processed to the mature form in one step by mitochondrial processing peptidase (MPP), the sequential cleavage by MIP of an octapeptide after initial processing by MPP is a required step for a subgroup of nuclear-encoded precursor proteins destined for the matrix or the inner membrane (By similarity)(OCT1)		3.4.24.59
ANI_1_762114	Fungal specific transcription factor domain		
ANI_1_762124	Acid phosphatase homologues(LCB3)		
ANI_1_762134			
ANI_1_762164	apoptotic process(MCA1)		
ANI_1_764014	Methyltransferase domain		
ANI_1_764034	Uncharacterised protein (DUF2406)		
ANI_1_764094	viral a-type inclusion protein repeat domain-containing protein		
ANI_1_764104	Zinc-binding oxidoreductase		
ANI_1_764114	Pfam:HxxPF_rpt		3.6.3.44
ANI_1_764124	Belongs to the small GTPase superfamily. Rho family(rho4)		
ANI_1_764134	snRNP Sm proteins		
ANI_1_764144	protein kinase NPKA(NPKA)		2.7.11.22
ANI_1_764164	assists the folding of proteins upon ATP hydrolysis(CCT7)		
ANI_1_766014	CVNH		
ANI_1_766024	Aminotransferase(ARO8)		2.6.1.27,2.6.1.39,2.6.1.5,2.6.1.57
ANI_1_766034	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall		
ANI_1_766094	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides(RRD1)		
ANI_1_766114	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily		
ANI_1_766134	DUF866 domain protein		
ANI_1_766144	Superoxide dismutase copper chaperone Lys7(CCS1)		
ANI_1_768014			
ANI_1_768074	Mannosylphosphate transferase (Mnn4)(MNN4)		
ANI_1_768114			
ANI_1_768124	Zinc-binding dehydrogenase		
ANI_1_768144	PB1 domain protein		
ANI_1_768164	zinc finger		
ANI_1_770014	ARS binding protein Abp2		
ANI_1_770064	domain protein		
ANI_1_770074	Belongs to the thiolase family		2.3.1.16
ANI_1_770084	Cdc48-dependent protein degradation adaptor protein (Shp1)(SHP1)		
ANI_1_770114	Belongs to the two pore domain potassium channel (TC 1.A.1.8) family		
ANI_1_770124			
ANI_1_770144	SNARE protein (Ufe1)		
ANI_1_770164	Leucine Rich Repeat domain protein		
ANI_1_772024	IQ calmodulin-binding motif protein		
ANI_1_772034	Belongs to the oxygen-dependent FAD-linked oxidoreductase family		
ANI_1_772084	Outer membrane protein TOM13		
ANI_1_772114	MFS transporter		
ANI_1_772144	aspartate(aat2)		2.6.1.1
ANI_1_772164	Belongs to the eukaryotic ribosomal protein eS26 family(RPS26A)		
ANI_1_774014	ketohexokinase activity		2.7.1.3
ANI_1_774074			
ANI_1_774114	c6 finger domain protein		
ANI_1_774134	Belongs to the V-ATPase proteolipid subunit family(vma16)		
ANI_1_774164	CBS and PB1 domain protein		
ANI_1_776024	peptidase inhibitor i9		
ANI_1_776064	Transporter		
ANI_1_776074	DASH complex subunit Ask1		
ANI_1_776084	Transcription initiation factor TFIID subunit		
ANI_1_776114	RNase H		3.1.26.4
ANI_1_776134	RAS small monomeric GTPase Rab6(ryh1)		
ANI_1_776144			
ANI_1_776164	Importin beta-3 subunit(PSE1)		
ANI_1_778014	F-box domain protein		
ANI_1_778024	K+ potassium transporter		
ANI_1_778034	Involved in maceration and soft-rotting of plant tissue		3.1.1.11
ANI_1_778074	Rho GTPase activator Rga(RGA2)		
ANI_1_778084	S-adenosylmethionine decarboxylase(SPE2)		4.1.1.50
ANI_1_778094	Belongs to the short-chain dehydrogenases reductases (SDR) family		
ANI_1_778114	transporter		
ANI_1_778124	AMP-binding enzyme C-terminal domain		
ANI_1_778134	Inositolphosphorylceramide synthase subunit Kei1		
ANI_1_780014	Ras GTPase Rab11(YPT31)		
ANI_1_780024	Domain of unknown function (DUF1989)		
ANI_1_780034	Fumarylacetoacetate (FAA) hydrolase family		
ANI_1_780074	multidrug		
ANI_1_780084	Transcription initiation factor TFIID complex 60 kDa subunit(taf6)		
ANI_1_780104	Encoded by		
ANI_1_780124	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_780134	Sulfite reductase(MET5)		1.8.1.2
ANI_1_780144			
ANI_1_780184	Isochorismatase family		
ANI_1_78024	Belongs to the iron ascorbate-dependent oxidoreductase family		
ANI_1_78034			
ANI_1_78094	ATP citrate lyase subunit (Acl)(acl2)		2.3.3.8
ANI_1_78124	Belongs to the actin family(ARP6)		
ANI_1_78134	Belongs to the class-I aminoacyl-tRNA synthetase family		6.1.1.4
ANI_1_78184	Major Facilitator Superfamily		
ANI_1_782024	Ribosome biogenesis protein bms1(BMS1)		
ANI_1_782114	Alpha/beta hydrolase of unknown function (DUF1100)		
ANI_1_782134	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(RPO41)		2.7.7.6
ANI_1_782164	Belongs to the eukaryotic ribosomal protein P1 P2 family		
ANI_1_782184	Ankyrin repeats (many copies)		
ANI_1_784074	60S ribosomal protein L3(mrpl3)		
ANI_1_784084	Belongs to the ubiquitin-conjugating enzyme family(ubc7)		2.3.2.23
ANI_1_784114	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_784134	Transcriptional activator of the xylanolytic system. Involved in the regulation of extracellular cellulolytic and xylanolytic genes and in the regulation of the intracellular activities of D-xylose catabolic genes in the pentose catabolic pathway (PCP) in response to the presence of D-xylose(xlnR)		
ANI_1_784164	Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins.		
ANI_1_786014	Dehydrogenase(GPD1)		1.1.1.8
ANI_1_786064	Mitochondrial genome maintenance protein Mgr2(MGR2)		
ANI_1_786074			
ANI_1_786084	Scramblase family		
ANI_1_786114	Mitochondrial matrix Mmp37(TAM41)		
ANI_1_786124	Enoyl-(Acyl carrier protein) reductase		
ANI_1_786184			
ANI_1_788014	Glycogen debranching enzyme(GDB1)		2.4.1.25,3.2.1.33
ANI_1_788024	CCCH zinc finger and RRM domain protein		
ANI_1_788084	component of the endoplasmic reticulum- associated degradation (ERAD) pathway(LCL2)		
ANI_1_788124			
ANI_1_788164	phophatase 2C family protein(PTC5)		3.1.3.43
ANI_1_790014	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)(ARO3)		2.5.1.54
ANI_1_790024	Elongation factor(EFT2)		
ANI_1_790074	Belongs to the CAP family(SRV2)		
ANI_1_790084	50S ribosomal protein L27(MRPL2)		1.1.1.41
ANI_1_790114	Eukaryotic protein of unknown function (DUF829)		
ANI_1_790184	Zinc-binding oxidoreductase		
ANI_1_792064	Alba		3.1.26.5
ANI_1_792114	Putative cyclase		
ANI_1_792124	Alpha-glucuronidase involved in the hydrolysis of xylan, a major structural heterogeneous polysaccharide found in plant biomass representing the second most abundant polysaccharide in the biosphere, after cellulose. Releases 4-O-methylglucuronic acid from xylan(aguA)		3.2.1.139
ANI_1_792134	Sulfatase-modifying factor enzyme 1		1.14.99.51,2.1.1.44
ANI_1_792144	Aldolase/RraA		
ANI_1_792164	Alpha-1,2-mannosyltransferase (Alg11)(ALG11)		2.4.1.131
ANI_1_794014	Cytochrome c1(CYT1)		
ANI_1_794074			
ANI_1_794084	H aca ribonucleoprotein complex subunit 3(NOP10)		
ANI_1_794104	Belongs to the iron ascorbate-dependent oxidoreductase family		
ANI_1_794114	Major Facilitator Superfamily		
ANI_1_794134	Belongs to the aldehyde dehydrogenase family		
ANI_1_796074	Exocyst complex component SEC5(SEC5)		
ANI_1_796084	Proteasome maturation ans ribosome synthesis protein Nop10(nob1)		
ANI_1_796114	Belongs to the TPP enzyme family		4.1.1.1
ANI_1_796134			
ANI_1_798014	Secretion pathway protein Sls2 Rcy1(RCY1)		
ANI_1_798024			
ANI_1_798034	Belongs to the sterol desaturase family(ERG25)		1.14.18.9
ANI_1_798064			
ANI_1_798074	Isocitrate dehydrogenase NAD subunit, mitochondrial(IDH2)		1.1.1.41
ANI_1_798084	integral membrane protein		
ANI_1_798164	Endogalactanase involved in the degradation of plant cell wall polysaccharides, and more particularly of hairy regions of pectin(galA)		3.2.1.89
