Gene	GOID	ONTOLOGY	TERM
NCU08703	GO:0005737	CC	cytoplasm
NCU08703	GO:0004427	MF	inorganic diphosphatase activity
NCU08703	GO:0006796	BP	phosphate-containing compound metabolic process
NCU08703	GO:0000287	MF	magnesium ion binding
NCU08706	GO:0005524	MF	ATP binding
NCU08706	GO:0003677	MF	DNA binding
NCU08706	GO:0006281	BP	DNA repair
NCU08706	GO:0006260	BP	DNA replication
NCU08706	GO:0003677	MF	DNA binding
NCU08707	GO:0051536	MF	iron-sulfur cluster binding
NCU08707	GO:0097428	BP	protein maturation by iron-sulfur cluster transfer
NCU08707	GO:0005198	MF	structural molecule activity
NCU08715	GO:0022857	MF	transmembrane transporter activity
NCU08715	GO:0055085	BP	transmembrane transport
NCU08715	GO:0022857	MF	transmembrane transporter activity
NCU08716	GO:0020037	MF	heme binding
NCU08716	GO:0055114	BP	oxidation-reduction process
NCU08716	GO:0005506	MF	iron ion binding
NCU08716	GO:0016705	MF	oxidoreductase activity
NCU08716	GO:0020037	MF	 acting on paired donors
NCU08716	GO:0004497	MF	 with incorporation or reduction of molecular oxygen
NCU08716	GO:0055114	BP	heme binding
NCU08716	GO:0005506	MF	monooxygenase activity
NCU08716	GO:0016705	MF	oxidation-reduction process
NCU08717	GO:0005515	MF	protein binding
NCU08726	GO:0042025	CC	host cell nucleus
NCU08726	GO:0008270	MF	zinc ion binding
NCU08726	GO:0000981	MF	DNA-binding transcription factor activity
NCU08726	GO:0006355	BP	 RNA polymerase II-specific
NCU08728	GO:0005840	CC	ribosome
NCU08728	GO:0003735	MF	structural constituent of ribosome
NCU08728	GO:0006412	BP	translation
NCU08728	GO:0003723	MF	RNA binding
NCU08729	GO:0006352	BP	DNA-templated transcription
NCU08729	GO:0005634	CC	 initiation
NCU08730	GO:0016787	MF	hydrolase activity
NCU08730	GO:0006302	BP	double-strand break repair
NCU08730	GO:0004519	MF	endonuclease activity
NCU08730	GO:0030870	CC	Mre11 complex
NCU08730	GO:0008408	MF	3'-5' exonuclease activity
NCU08730	GO:0005634	CC	nucleus
NCU08730	GO:0006302	BP	double-strand break repair
NCU08730	GO:0004519	MF	endonuclease activity
NCU08730	GO:0030145	MF	manganese ion binding
NCU08731	GO:0005680	CC	anaphase-promoting complex
NCU08731	GO:0031145	BP	anaphase-promoting complex-dependent catabolic process
NCU08733	GO:0005515	MF	protein binding
NCU08734	GO:0004252	MF	serine-type endopeptidase activity
NCU08734	GO:0006508	BP	proteolysis
NCU08734	GO:0006508	BP	proteolysis
NCU08734	GO:0008236	MF	serine-type peptidase activity
NCU08738	GO:0022857	MF	transmembrane transporter activity
NCU08738	GO:0016020	CC	membrane
NCU08738	GO:0055085	BP	transmembrane transport
NCU08739	GO:0004190	MF	aspartic-type endopeptidase activity
NCU08739	GO:0006508	BP	proteolysis
NCU08741	GO:0005515	MF	protein binding
NCU08742	GO:0006289	BP	nucleotide-excision repair
NCU08742	GO:0003684	MF	damaged DNA binding
NCU08742	GO:0042025	CC	host cell nucleus
NCU08743	GO:0005783	CC	endoplasmic reticulum
NCU08743	GO:0045047	BP	protein targeting to ER
NCU08744	GO:0003700	MF	DNA-binding transcription factor activity
NCU08744	GO:0006355	BP	regulation of transcription
NCU08746	GO:2001070	MF	starch binding
NCU08746	GO:0030246	MF	carbohydrate binding
NCU08748	GO:0022857	MF	transmembrane transporter activity
NCU08748	GO:0055085	BP	transmembrane transport
NCU08749	GO:0005576	CC	extracellular region
NCU08749	GO:0005179	MF	hormone activity
NCU08749	GO:0004499	MF	N
NCU08749	GO:0050661	MF	N-dimethylaniline monooxygenase activity
NCU08749	GO:0055114	BP	NADP binding
NCU08749	GO:0050660	MF	oxidation-reduction process
NCU08750	GO:0016491	MF	oxidoreductase activity
NCU08750	GO:0055114	BP	oxidation-reduction process
NCU08750	GO:0050660	MF	flavin adenine dinucleotide binding
NCU08750	GO:0050660	MF	flavin adenine dinucleotide binding
NCU08755	GO:0005975	BP	carbohydrate metabolic process
NCU08755	GO:0004553	MF	hydrolase activity
NCU08757	GO:0055114	BP	oxidation-reduction process
NCU08757	GO:0016491	MF	oxidoreductase activity
NCU08760	GO:0030248	MF	cellulose binding
NCU08760	GO:0005975	BP	carbohydrate metabolic process
NCU08760	GO:0005576	CC	extracellular region
NCU08760	GO:0005975	BP	carbohydrate metabolic process
NCU08760	GO:0030248	MF	cellulose binding
NCU08760	GO:0005576	CC	extracellular region
NCU08762	GO:0016126	BP	sterol biosynthetic process
NCU08762	GO:0016020	CC	membrane
NCU08762	GO:0016628	MF	oxidoreductase activity
NCU08762	GO:0055114	BP	 acting on the CH-CH group of donors
NCU08762	GO:0016628	MF	 NAD or NADP as acceptor
NCU08763	GO:0009231	BP	riboflavin biosynthetic process
NCU08763	GO:0008531	MF	riboflavin kinase activity
NCU08766	GO:0006914	BP	autophagy
NCU08767	GO:0004674	MF	protein serine/threonine kinase activity
NCU08767	GO:0005524	MF	ATP binding
NCU08767	GO:0006468	BP	protein phosphorylation
NCU08767	GO:0004672	MF	protein kinase activity
NCU08767	GO:0004674	MF	protein serine/threonine kinase activity
NCU08768	GO:0008270	MF	zinc ion binding
NCU08768	GO:0016491	MF	oxidoreductase activity
NCU08768	GO:0055114	BP	oxidation-reduction process
NCU08768	GO:0016491	MF	oxidoreductase activity
NCU08771	GO:0030976	MF	thiamine pyrophosphate binding
NCU08771	GO:0030976	MF	thiamine pyrophosphate binding
NCU08771	GO:0000287	MF	magnesium ion binding
NCU08771	GO:0030976	MF	thiamine pyrophosphate binding
NCU08771	GO:0003824	MF	catalytic activity
NCU08772	GO:0019901	MF	protein kinase binding
NCU08772	GO:0000079	BP	regulation of cyclin-dependent protein serine/threonine kinase activity
NCU08776	GO:0016020	CC	membrane
NCU08779	GO:0005515	MF	protein binding
NCU08783	GO:0033961	MF	cis-stilbene-oxide hydrolase activity
NCU08783	GO:0003824	MF	catalytic activity
NCU08785	GO:0030600	MF	feruloyl esterase activity
NCU08790	GO:0005515	MF	protein binding
NCU08791	GO:0004096	MF	catalase activity
NCU08791	GO:0020037	MF	heme binding
NCU08791	GO:0006979	BP	response to oxidative stress
NCU08791	GO:0055114	BP	oxidation-reduction process
NCU08791	GO:0055114	BP	oxidation-reduction process
NCU08791	GO:0004096	MF	catalase activity
NCU08791	GO:0020037	MF	heme binding
NCU08791	GO:0004096	MF	catalase activity
NCU08791	GO:0055114	BP	oxidation-reduction process
NCU08791	GO:0020037	MF	heme binding
NCU08791	GO:0020037	MF	heme binding
NCU08791	GO:0004096	MF	catalase activity
NCU08791	GO:0055114	BP	oxidation-reduction process
NCU08791	GO:0020037	MF	heme binding
NCU08793	GO:0005643	CC	nuclear pore
NCU08794	GO:0006850	BP	mitochondrial pyruvate transmembrane transport
NCU08794	GO:0005743	CC	mitochondrial inner membrane
NCU08795	GO:0016787	MF	hydrolase activity
NCU08804	GO:0016021	CC	integral component of membrane
NCU08804	GO:0034755	BP	iron ion transmembrane transport
NCU08804	GO:0005381	MF	iron ion transmembrane transporter activity
NCU08806	GO:0003677	MF	DNA binding
NCU08806	GO:0008094	MF	DNA-dependent ATPase activity
NCU08806	GO:0006281	BP	DNA repair
NCU08806	GO:0005524	MF	ATP binding
NCU08809	GO:0005515	MF	protein binding
NCU08810	GO:0030150	BP	protein import into mitochondrial matrix
NCU08810	GO:0005744	CC	TIM23 mitochondrial import inner membrane translocase complex
NCU08811	GO:0005096	MF	GTPase activator activity
NCU08821	GO:0005515	MF	protein binding
NCU08823	GO:0005525	MF	GTP binding
NCU08823	GO:0003924	MF	GTPase activity
NCU08823	GO:0005525	MF	GTP binding
NCU08823	GO:0005525	MF	GTP binding
NCU08823	GO:0016020	CC	membrane
NCU08823	GO:0007165	BP	signal transduction
NCU08825	GO:0016226	BP	iron-sulfur cluster assembly
NCU08825	GO:0051536	MF	iron-sulfur cluster binding
NCU08825	GO:0051539	MF	4 iron
NCU08825	GO:0005524	MF	 4 sulfur cluster binding
NCU08827	GO:0005525	MF	GTP binding
NCU08827	GO:0006614	BP	SRP-dependent cotranslational protein targeting to membrane
NCU08828	GO:0016491	MF	oxidoreductase activity
NCU08832	GO:0008270	MF	zinc ion binding
NCU08836	GO:0008270	MF	zinc ion binding
NCU08836	GO:0061630	MF	ubiquitin protein ligase activity
NCU08839	GO:0008270	MF	zinc ion binding
NCU08839	GO:0061630	MF	ubiquitin protein ligase activity
NCU08842	GO:0005515	MF	protein binding
NCU08848	GO:0042025	CC	host cell nucleus
NCU08848	GO:0008270	MF	zinc ion binding
NCU08848	GO:0000981	MF	DNA-binding transcription factor activity
NCU08848	GO:0006355	BP	 RNA polymerase II-specific
NCU08848	GO:0003677	MF	regulation of transcription
NCU08848	GO:0005634	CC	 DNA-templated
NCU08848	GO:0006351	BP	DNA binding
NCU08848	GO:0008270	MF	nucleus
NCU08850	GO:0004519	MF	endonuclease activity
NCU08850	GO:0009411	BP	response to UV
NCU08850	GO:0006289	BP	nucleotide-excision repair
NCU08852	GO:0006471	BP	protein ADP-ribosylation
NCU08852	GO:0003950	MF	NAD+ ADP-ribosyltransferase activity
NCU08852	GO:0003950	MF	NAD+ ADP-ribosyltransferase activity
NCU08856	GO:0019310	BP	inositol catabolic process
NCU08856	GO:0050113	MF	inositol oxygenase activity
NCU08856	GO:0005737	CC	cytoplasm
NCU08856	GO:0055114	BP	oxidation-reduction process
NCU08856	GO:0005506	MF	iron ion binding
NCU08857	GO:0042025	CC	host cell nucleus
NCU08857	GO:0008270	MF	zinc ion binding
NCU08857	GO:0000981	MF	DNA-binding transcription factor activity
NCU08857	GO:0006355	BP	 RNA polymerase II-specific
NCU08858	GO:0016021	CC	integral component of membrane
NCU08858	GO:0022857	MF	transmembrane transporter activity
NCU08858	GO:0055085	BP	transmembrane transport
NCU08858	GO:0022857	MF	transmembrane transporter activity
NCU08858	GO:0022857	MF	transmembrane transporter activity
NCU08858	GO:0055085	BP	transmembrane transport
NCU08858	GO:0016020	CC	membrane
NCU08859	GO:0009966	BP	regulation of signal transduction
NCU08859	GO:0043666	BP	regulation of phosphoprotein phosphatase activity
NCU08859	GO:0004864	MF	protein phosphatase inhibitor activity
NCU08861	GO:0005840	CC	ribosome
NCU08861	GO:0006412	BP	translation
NCU08861	GO:0003735	MF	structural constituent of ribosome
NCU08868	GO:0006629	BP	lipid metabolic process
NCU08873	GO:0005680	CC	anaphase-promoting complex
NCU08874	GO:0048193	BP	Golgi vesicle transport
NCU08874	GO:0030008	CC	TRAPP complex
NCU08877	GO:0005960	CC	glycine cleavage complex
NCU08877	GO:0019464	BP	glycine decarboxylation via glycine cleavage system
NCU08877	GO:0019464	BP	glycine decarboxylation via glycine cleavage system
NCU08877	GO:0005960	CC	glycine cleavage complex
NCU08878	GO:0005525	MF	GTP binding
NCU08878	GO:0005525	MF	GTP binding
NCU08878	GO:0003924	MF	GTPase activity
NCU08882	GO:0016491	MF	oxidoreductase activity
NCU08882	GO:0055114	BP	oxidation-reduction process
NCU08882	GO:0016491	MF	oxidoreductase activity
NCU08883	GO:0005524	MF	ATP binding
NCU08886	GO:0016787	MF	hydrolase activity
NCU08887	GO:0022857	MF	transmembrane transporter activity
NCU08887	GO:0055085	BP	transmembrane transport
NCU08888	GO:0005737	CC	cytoplasm
NCU08888	GO:0000166	MF	nucleotide binding
NCU08888	GO:0004826	MF	phenylalanine-tRNA ligase activity
NCU08888	GO:0006432	BP	phenylalanyl-tRNA aminoacylation
NCU08888	GO:0005524	MF	ATP binding
NCU08888	GO:0004826	MF	phenylalanine-tRNA ligase activity
NCU08888	GO:0003723	MF	RNA binding
NCU08888	GO:0003723	MF	RNA binding
NCU08888	GO:0006432	BP	phenylalanyl-tRNA aminoacylation
NCU08888	GO:0000287	MF	magnesium ion binding
NCU08888	GO:0005524	MF	ATP binding
NCU08891	GO:0003700	MF	DNA-binding transcription factor activity
NCU08891	GO:0006355	BP	regulation of transcription
NCU08891	GO:0005634	CC	 DNA-templated
NCU08891	GO:0006355	BP	nucleus
NCU08892	GO:0007030	BP	Golgi organization
NCU08892	GO:0016020	CC	membrane
NCU08892	GO:0015031	BP	protein transport
NCU08894	GO:0005737	CC	cytoplasm
NCU08894	GO:0000166	MF	nucleotide binding
NCU08894	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU08894	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU08894	GO:0005524	MF	ATP binding
NCU08894	GO:0000166	MF	nucleotide binding
NCU08894	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU08894	GO:0006418	BP	tRNA aminoacylation for protein translation
NCU08894	GO:0005524	MF	ATP binding
NCU08894	GO:0006424	BP	glutamyl-tRNA aminoacylation
NCU08894	GO:0005737	CC	cytoplasm
NCU08894	GO:0000166	MF	nucleotide binding
NCU08894	GO:0004818	MF	glutamate-tRNA ligase activity
NCU08894	GO:0005524	MF	ATP binding
NCU08894	GO:0043039	BP	tRNA aminoacylation
NCU08894	GO:0000166	MF	nucleotide binding
NCU08894	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU08894	GO:0005524	MF	ATP binding
NCU08894	GO:0004812	MF	aminoacyl-tRNA ligase activity
NCU08894	GO:0043039	BP	tRNA aminoacylation
NCU08894	GO:0005524	MF	ATP binding
NCU08894	GO:0006412	BP	translation
NCU08897	GO:0016020	CC	membrane
NCU08897	GO:0015031	BP	protein transport
NCU08898	GO:0051539	MF	4 iron
NCU08898	GO:0004409	MF	 4 sulfur cluster binding
NCU08898	GO:0009085	BP	homoaconitate hydratase activity
NCU08899	GO:0042025	CC	host cell nucleus
NCU08899	GO:0008270	MF	zinc ion binding
NCU08899	GO:0000981	MF	DNA-binding transcription factor activity
NCU08899	GO:0006355	BP	 RNA polymerase II-specific
NCU08899	GO:0003677	MF	regulation of transcription
NCU08899	GO:0005634	CC	 DNA-templated
NCU08899	GO:0006351	BP	DNA binding
NCU08899	GO:0008270	MF	nucleus
NCU08900	GO:0003824	MF	catalytic activity
NCU08900	GO:0016491	MF	oxidoreductase activity
NCU08900	GO:0055114	BP	oxidation-reduction process
NCU08900	GO:0010181	MF	FMN binding
NCU08901	GO:0003677	MF	DNA binding
NCU08901	GO:0005634	CC	nucleus
NCU08901	GO:0006351	BP	transcription
NCU08901	GO:0008270	MF	 DNA-templated
NCU08903	GO:0030515	MF	snoRNA binding
NCU08903	GO:0042254	BP	ribosome biogenesis
NCU08903	GO:0001522	BP	pseudouridine synthesis
NCU08903	GO:0042254	BP	ribosome biogenesis
NCU08903	GO:0030515	MF	snoRNA binding
NCU08903	GO:0001522	BP	pseudouridine synthesis
NCU08904	GO:0042274	BP	ribosomal small subunit biogenesis
NCU08904	GO:0004521	MF	endoribonuclease activity
NCU08904	GO:0000469	BP	cleavage involved in rRNA processing
NCU08917	GO:0030976	MF	thiamine pyrophosphate binding
NCU08917	GO:0006099	BP	tricarboxylic acid cycle
NCU08917	GO:0055114	BP	oxidation-reduction process
NCU08917	GO:0004591	MF	oxoglutarate dehydrogenase (succinyl-transferring) activity
NCU08919	GO:0005634	CC	nucleus
NCU08919	GO:0006351	BP	transcription
NCU08919	GO:0006338	BP	 DNA-templated
NCU08919	GO:0016887	MF	chromatin remodeling
NCU08919	GO:0006281	BP	ATPase activity
NCU08919	GO:0031011	CC	DNA repair
NCU08919	GO:0005524	MF	Ino80 complex
NCU08919	GO:0003677	MF	ATP binding
NCU08920	GO:0016887	MF	ATPase activity
NCU08920	GO:0005524	MF	ATP binding
NCU08923	GO:0008270	MF	zinc ion binding
NCU08923	GO:0003676	MF	nucleic acid binding
NCU08924	GO:0055114	BP	oxidation-reduction process
NCU08924	GO:0003995	MF	acyl-CoA dehydrogenase activity
NCU08924	GO:0055114	BP	oxidation-reduction process
NCU08924	GO:0016627	MF	oxidoreductase activity
NCU08924	GO:0020037	MF	 acting on the CH-CH group of donors
NCU08924	GO:0055114	BP	heme binding
NCU08924	GO:0050660	MF	oxidation-reduction process
NCU08924	GO:0016627	MF	flavin adenine dinucleotide binding
NCU08925	GO:0016491	MF	oxidoreductase activity
NCU08925	GO:0055114	BP	oxidation-reduction process
NCU08926	GO:0006914	BP	autophagy
NCU08926	GO:0030242	BP	autophagy of peroxisome
NCU08926	GO:0006914	BP	autophagy
NCU08927	GO:0006629	BP	lipid metabolic process
NCU08927	GO:0016021	CC	integral component of membrane
NCU08927	GO:0030148	BP	sphingolipid biosynthetic process
NCU08927	GO:0042284	MF	sphingolipid delta-4 desaturase activity
NCU08928	GO:0004386	MF	helicase activity
NCU08928	GO:0003676	MF	nucleic acid binding
NCU08928	GO:0005524	MF	ATP binding
NCU08931	GO:0016491	MF	oxidoreductase activity
NCU08931	GO:0055114	BP	oxidation-reduction process
NCU08931	GO:0016209	MF	antioxidant activity
NCU08933	GO:0008270	MF	zinc ion binding
NCU08933	GO:0003676	MF	nucleic acid binding
NCU08935	GO:0003824	MF	catalytic activity
NCU08938	GO:0006284	BP	base-excision repair
NCU08938	GO:0006281	BP	DNA repair
NCU08938	GO:0003824	MF	catalytic activity
NCU08940	GO:0005750	CC	mitochondrial respiratory chain complex III
NCU08940	GO:0006122	BP	mitochondrial electron transport
NCU08941	GO:0005347	MF	ATP transmembrane transporter activity
NCU08941	GO:0055085	BP	transmembrane transport
NCU08942	GO:0043484	BP	regulation of RNA splicing
NCU08942	GO:0003676	MF	nucleic acid binding
NCU08943	GO:0016491	MF	oxidoreductase activity
NCU08946	GO:0016020	CC	membrane
NCU08947	GO:0008121	MF	ubiquinol-cytochrome-c reductase activity
NCU08951	GO:0042254	BP	ribosome biogenesis
NCU08951	GO:1990904	CC	ribonucleoprotein complex
NCU08952	GO:0044237	BP	cellular metabolic process
NCU08955	GO:0005515	MF	protein binding
NCU08956	GO:0005789	CC	endoplasmic reticulum membrane
NCU08960	GO:0005840	CC	ribosome
NCU08960	GO:0003735	MF	structural constituent of ribosome
NCU08960	GO:0006414	BP	translational elongation
NCU08963	GO:0003723	MF	RNA binding
NCU08963	GO:0003735	MF	structural constituent of ribosome
NCU08963	GO:0003723	MF	RNA binding
NCU08963	GO:0022625	CC	cytosolic large ribosomal subunit
NCU08964	GO:0005840	CC	ribosome
NCU08964	GO:0006412	BP	translation
NCU08964	GO:0003735	MF	structural constituent of ribosome
NCU08964	GO:0005840	CC	ribosome
NCU08964	GO:0003735	MF	structural constituent of ribosome
NCU08964	GO:0006412	BP	translation
NCU08968	GO:0000154	BP	rRNA modification
NCU08968	GO:0008649	MF	rRNA methyltransferase activity
NCU08968	GO:0000179	MF	rRNA (adenine-N6
NCU08968	GO:0000179	MF	N6-)-dimethyltransferase activity
NCU08968	GO:0006364	BP	rRNA (adenine-N6
NCU08973	GO:0016021	CC	integral component of membrane
NCU08973	GO:0016192	BP	vesicle-mediated transport
NCU08974	GO:0046872	MF	metal ion binding
NCU08976	GO:0016021	CC	integral component of membrane
NCU08977	GO:0055114	BP	oxidation-reduction process
NCU08977	GO:0046577	MF	long-chain-alcohol oxidase activity
NCU08977	GO:0055114	BP	oxidation-reduction process
NCU08977	GO:0016614	MF	oxidoreductase activity
NCU08977	GO:0055114	BP	 acting on CH-OH group of donors
NCU08977	GO:0050660	MF	oxidation-reduction process
NCU08977	GO:0016614	MF	flavin adenine dinucleotide binding
NCU08980	GO:0016491	MF	oxidoreductase activity
NCU08980	GO:0055114	BP	oxidation-reduction process
NCU08982	GO:0006629	BP	lipid metabolic process
NCU08982	GO:0008081	MF	phosphoric diester hydrolase activity
NCU08983	GO:0043631	BP	RNA polyadenylation
NCU08983	GO:0003723	MF	RNA binding
NCU08983	GO:0043631	BP	RNA polyadenylation
NCU08983	GO:0004652	MF	polynucleotide adenylyltransferase activity
NCU08983	GO:0016779	MF	nucleotidyltransferase activity
NCU08983	GO:0016779	MF	nucleotidyltransferase activity
NCU08983	GO:0031123	BP	RNA 3'-end processing
NCU08983	GO:0003723	MF	RNA binding
NCU08983	GO:0043631	BP	RNA polyadenylation
NCU08983	GO:0004652	MF	polynucleotide adenylyltransferase activity
NCU08983	GO:0005634	CC	nucleus
NCU08989	GO:0005525	MF	GTP binding
NCU08990	GO:0005840	CC	ribosome
NCU08990	GO:0003735	MF	structural constituent of ribosome
NCU08990	GO:0006412	BP	translation
NCU08991	GO:0006511	BP	ubiquitin-dependent protein catabolic process
NCU08992	GO:0005739	CC	mitochondrion
NCU08992	GO:0033617	BP	mitochondrial cytochrome c oxidase assembly
NCU08997	GO:0016791	MF	phosphatase activity
NCU08997	GO:0003824	MF	catalytic activity
NCU09000	GO:0005515	MF	protein binding
NCU09000	GO:0045721	BP	negative regulation of gluconeogenesis
NCU09001	GO:0030014	CC	CCR4-NOT complex
NCU09001	GO:0004535	MF	poly(A)-specific ribonuclease activity
NCU09001	GO:0003676	MF	nucleic acid binding
NCU09002	GO:0005739	CC	mitochondrion
NCU09002	GO:0022900	BP	electron transport chain
NCU09004	GO:0042256	BP	mature ribosome assembly
NCU09004	GO:0043022	MF	ribosome binding
NCU09012	GO:0016021	CC	integral component of membrane
NCU09012	GO:0005524	MF	ATP binding
NCU09012	GO:0016021	CC	integral component of membrane
NCU09012	GO:0055085	BP	transmembrane transport
NCU09012	GO:0042626	MF	ATPase-coupled transmembrane transporter activity
NCU09012	GO:0005524	MF	ATP binding
NCU09012	GO:0016887	MF	ATPase activity
NCU09012	GO:0005524	MF	ATP binding
NCU09014	GO:0003729	MF	mRNA binding
NCU09014	GO:0006378	BP	mRNA polyadenylation
NCU09014	GO:0005849	CC	mRNA cleavage factor complex
NCU09018	GO:0016603	MF	glutaminyl-peptide cyclotransferase activity
NCU09020	GO:0016021	CC	integral component of membrane
NCU09020	GO:0015140	MF	malate transmembrane transporter activity
NCU09020	GO:0071423	BP	malate transmembrane transport
NCU09020	GO:0016021	CC	integral component of membrane
NCU09020	GO:0055085	BP	transmembrane transport
NCU09023	GO:0055114	BP	oxidation-reduction process
NCU09023	GO:0016491	MF	oxidoreductase activity
NCU09023	GO:0005507	MF	copper ion binding
NCU09023	GO:0055114	BP	oxidation-reduction process
NCU09023	GO:0005507	MF	copper ion binding
NCU09024	GO:0055114	BP	oxidation-reduction process
NCU09024	GO:0050660	MF	flavin adenine dinucleotide binding
NCU09024	GO:0055114	BP	oxidation-reduction process
NCU09024	GO:0016614	MF	oxidoreductase activity
NCU09024	GO:0055114	BP	 acting on CH-OH group of donors
NCU09024	GO:0050660	MF	oxidation-reduction process
NCU09024	GO:0016614	MF	flavin adenine dinucleotide binding
NCU09025	GO:0016874	MF	ligase activity
NCU09025	GO:0016884	MF	carbon-nitrogen ligase activity
NCU09025	GO:0003824	MF	 with glutamine as amido-N-donor
NCU09027	GO:0022857	MF	transmembrane transporter activity
NCU09027	GO:0022857	MF	transmembrane transporter activity
NCU09027	GO:0055085	BP	transmembrane transport
NCU09028	GO:0005509	MF	calcium ion binding
NCU09028	GO:0004571	MF	mannosyl-oligosaccharide 1
NCU09028	GO:0016020	CC	2-alpha-mannosidase activity
NCU09028	GO:0003824	MF	membrane
NCU09028	GO:0004571	MF	catalytic activity
NCU09028	GO:0005509	MF	mannosyl-oligosaccharide 1
NCU09028	GO:0016020	CC	2-alpha-mannosidase activity
NCU09033	GO:0042025	CC	host cell nucleus
NCU09033	GO:0008270	MF	zinc ion binding
NCU09033	GO:0000981	MF	DNA-binding transcription factor activity
NCU09033	GO:0006355	BP	 RNA polymerase II-specific
NCU09033	GO:0003677	MF	regulation of transcription
NCU09033	GO:0005634	CC	 DNA-templated
NCU09033	GO:0006351	BP	DNA binding
NCU09033	GO:0008270	MF	nucleus
NCU09034	GO:0050032	MF	L-rhamnonate dehydratase activity
NCU09038	GO:0004672	MF	protein kinase activity
NCU09038	GO:0006468	BP	protein phosphorylation
NCU09038	GO:0005524	MF	ATP binding
NCU09039	GO:0022857	MF	transmembrane transporter activity
NCU09039	GO:0055085	BP	transmembrane transport
NCU09040	GO:0055114	BP	oxidation-reduction process
NCU09040	GO:0016491	MF	oxidoreductase activity
NCU09042	GO:0005975	BP	carbohydrate metabolic process
NCU09042	GO:0004553	MF	hydrolase activity
NCU09042	GO:0000272	BP	 hydrolyzing O-glycosyl compounds
NCU09042	GO:0052761	MF	polysaccharide catabolic process
NCU09042	GO:0005576	CC	exo-1
NCU09042	GO:0004553	MF	4-beta-D-glucosaminidase activity
NCU09048	GO:0003676	MF	nucleic acid binding
NCU09048	GO:0005515	MF	protein binding
NCU09048	GO:0006396	BP	RNA processing
NCU09049	GO:0016020	CC	membrane
NCU09050	GO:0071949	MF	FAD binding
NCU09056	GO:0005515	MF	protein binding
NCU09058	GO:0003824	MF	catalytic activity
NCU09063	GO:0051276	BP	chromosome organization
NCU09063	GO:0005694	CC	chromosome
NCU09063	GO:0005515	MF	protein binding
NCU09063	GO:0005524	MF	ATP binding
NCU09064	GO:0005524	MF	ATP binding
NCU09064	GO:0004672	MF	protein kinase activity
NCU09064	GO:0006468	BP	protein phosphorylation
NCU09064	GO:0005524	MF	ATP binding
NCU09064	GO:0004672	MF	protein kinase activity
NCU09064	GO:0006468	BP	protein phosphorylation
NCU09065	GO:0007062	BP	sister chromatid cohesion
NCU09065	GO:0000724	BP	double-strand break repair via homologous recombination
NCU09065	GO:0030915	CC	Smc5-Smc6 complex
NCU09065	GO:0006281	BP	DNA repair
NCU09068	GO:0008270	MF	zinc ion binding
NCU09068	GO:0003700	MF	DNA-binding transcription factor activity
NCU09068	GO:0008270	MF	zinc ion binding
NCU09068	GO:0006355	BP	regulation of transcription
NCU09068	GO:0043565	MF	 DNA-templated
NCU09068	GO:0008270	MF	sequence-specific DNA binding
NCU09068	GO:0006355	BP	zinc ion binding
NCU09069	GO:0022857	MF	transmembrane transporter activity
NCU09069	GO:0055085	BP	transmembrane transport
NCU09070	GO:0006396	BP	RNA processing
NCU09071	GO:0004672	MF	protein kinase activity
NCU09071	GO:0006468	BP	protein phosphorylation
NCU09071	GO:0005524	MF	ATP binding
NCU09071	GO:0004674	MF	protein serine/threonine kinase activity
NCU09071	GO:0006468	BP	protein phosphorylation
NCU09071	GO:0005524	MF	ATP binding
NCU09071	GO:0005524	MF	ATP binding
NCU09071	GO:0004672	MF	protein kinase activity
NCU09071	GO:0006468	BP	protein phosphorylation
NCU09076	GO:0003676	MF	nucleic acid binding
NCU09076	GO:0005524	MF	ATP binding
NCU09078	GO:0008608	BP	attachment of spindle microtubules to kinetochore
NCU09079	GO:0016491	MF	oxidoreductase activity
NCU09079	GO:0055114	BP	oxidation-reduction process
NCU09079	GO:0055114	BP	oxidation-reduction process
NCU09085	GO:0019901	MF	protein kinase binding
NCU09085	GO:0000079	BP	regulation of cyclin-dependent protein serine/threonine kinase activity
NCU09089	GO:0005840	CC	ribosome
NCU09089	GO:0003735	MF	structural constituent of ribosome
NCU09089	GO:0006412	BP	translation
NCU09093	GO:0003676	MF	nucleic acid binding
NCU09093	GO:0005524	MF	ATP binding
NCU09098	GO:0022857	MF	transmembrane transporter activity
NCU09098	GO:0022857	MF	transmembrane transporter activity
NCU09098	GO:0055085	BP	transmembrane transport
NCU09100	GO:0034508	BP	centromere complex assembly
NCU09100	GO:0000776	CC	kinetochore
NCU09101	GO:0016021	CC	integral component of membrane
NCU09101	GO:0008521	MF	acetyl-CoA transmembrane transporter activity
NCU09101	GO:0016020	CC	membrane
NCU09103	GO:0055114	BP	oxidation-reduction process
NCU09103	GO:0016705	MF	oxidoreductase activity
NCU09103	GO:0020037	MF	 acting on paired donors
NCU09103	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
NCU09103	GO:0005506	MF	heme binding
NCU09103	GO:0016705	MF	oxidation-reduction process
NCU09106	GO:0005524	MF	ATP binding
NCU09107	GO:0070072	BP	vacuolar proton-transporting V-type ATPase complex assembly
NCU09109	GO:0005840	CC	ribosome
