Gene	Description	Symbol	EC
TRIREDRAFT_69035	Cytidylyltransferase-like(MUQ1)		2.7.7.14
TRIREDRAFT_69052	Translin family(tsn1)		
TRIREDRAFT_69055	Isochorismatase family		
TRIREDRAFT_69061	Phosphoglycerate mutase family(PMU1)		
TRIREDRAFT_69064	duf218 domain protein		
TRIREDRAFT_69066	Alpha/beta hydrolase family		3.3.2.9
TRIREDRAFT_69068	Domain present in ubiquitin-regulatory proteins		
TRIREDRAFT_69077	C6 finger domain protein		
TRIREDRAFT_69081	Conserved region in glutamate synthase		1.1.2.3
TRIREDRAFT_69115	Dienelactone hydrolase family		
TRIREDRAFT_69118	SGF29 tudor-like domain		
TRIREDRAFT_69122	Fatty acid desaturase(DES1)		1.14.18.5,1.14.19.17
TRIREDRAFT_69123	Glycosyl hydrolase family 76		3.2.1.101
TRIREDRAFT_69131			
TRIREDRAFT_69141	Transmembrane amino acid transporter protein		
TRIREDRAFT_69153	Kinase-related protein		
TRIREDRAFT_69164	Major Facilitator Superfamily		
TRIREDRAFT_69168	NAD(P)H-binding		
TRIREDRAFT_69171	Zinc-binding dehydrogenase		1.6.5.5
TRIREDRAFT_69179	ABC1 family		
TRIREDRAFT_69181	NAD(P)H-binding		
TRIREDRAFT_69187	Heterokaryon incompatibility protein (HET)		
TRIREDRAFT_69189	Polysaccharide lyase		
TRIREDRAFT_69210	Nitrite reductase		1.7.1.4
TRIREDRAFT_69211	Glycolipid 2-alpha-mannosyltransferase(KTR4)		
TRIREDRAFT_69217	Belongs to the protein kinase superfamily(KIN28)		2.7.11.22,2.7.11.23
TRIREDRAFT_69222	LCCL domain		
TRIREDRAFT_69224	Exocyst complex component Sec10(RCY1)		
TRIREDRAFT_69228	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family		
TRIREDRAFT_69245	Glycosyl hydrolases family 2		3.2.1.25
TRIREDRAFT_69257	Component of the EKC KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. The complex is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. KAE1 likely plays a direct catalytic role in this reaction, but requires other protein(s) of the complex to fulfill this activity. The EKC KEOPS complex also promotes both telomere uncapping and telomere elongation. The complex is required for efficient recruitment of transcriptional coactivators(KAE1)		2.3.1.234
TRIREDRAFT_69267	Peptidase family C78		
TRIREDRAFT_69276	Glycoside hydrolase family		
TRIREDRAFT_69281	Cation efflux family(zrg17)		
TRIREDRAFT_69282	Major Facilitator Superfamily		
TRIREDRAFT_69287	May interact with target proteins during translocation into the lumen of the endoplasmic reticulum. May protect unfolded target proteins against degradation and facilitate correct glycosylation		
TRIREDRAFT_69288			3.1.26.5
TRIREDRAFT_69290	Asparaginase		3.1.1.47,3.1.1.5,3.5.1.1
TRIREDRAFT_69291	Rieske-like [2Fe-2S] domain		1.7.1.4
TRIREDRAFT_69303			
TRIREDRAFT_69316	Phosphorylase superfamily		
TRIREDRAFT_69349	RFX DNA-binding domain(RFX)		
TRIREDRAFT_69362	A domain family that is part of the cupin metalloenzyme superfamily.		
TRIREDRAFT_69375	NB-ARC domain		
TRIREDRAFT_69381	Nuclear protein Es2		
TRIREDRAFT_69384	Pfam:DUF3812(EIS1)		
TRIREDRAFT_69399	Belongs to the universal ribosomal protein uS13 family		
TRIREDRAFT_69416	Phospholipase/Carboxylesterase		
TRIREDRAFT_69423	Domain of Kin17 curved DNA-binding protein		
TRIREDRAFT_69425	Pyridine nucleotide-disulphide oxidoreductase		
TRIREDRAFT_69426	Peptidase family S58		3.4.11.19
TRIREDRAFT_69437	Cyclin_C(CLB4)		
TRIREDRAFT_69465	FAD binding domain		
TRIREDRAFT_69468			
TRIREDRAFT_69479	Domain of unknown function (DUF4419)		
TRIREDRAFT_69483			
TRIREDRAFT_69486	Bacterial extracellular solute-binding protein		
TRIREDRAFT_69489	Belongs to the peptidase S10 family		
TRIREDRAFT_69490	Chitin binding domain		
TRIREDRAFT_69493	Glycosyl hydrolase family 92		
TRIREDRAFT_69494	Belongs to the helicase family. Dicer subfamily(dcl1)		
TRIREDRAFT_69496	Protein tyrosine kinase(CSK1)		2.7.11.22
TRIREDRAFT_69500			
TRIREDRAFT_69502	short chain dehydrogenase		
TRIREDRAFT_69528	PWI domain		
TRIREDRAFT_69529	Taurine catabolism dioxygenase TauD, TfdA family		
TRIREDRAFT_69537	integral membrane protein		
TRIREDRAFT_69555	Peptidase A4 family		
TRIREDRAFT_69557	Glycosyl hydrolase family 3 C-terminal domain		3.2.1.52
TRIREDRAFT_69563	Major Facilitator Superfamily		
TRIREDRAFT_69569	Membrane bound O-acyl transferase family		
TRIREDRAFT_69574	Major Facilitator Superfamily		
TRIREDRAFT_69605	Cys/Met metabolism PLP-dependent enzyme		2.5.1.48,4.4.1.8
TRIREDRAFT_69611	Major Facilitator Superfamily		
TRIREDRAFT_69613	Protein of unknown function (DUF1679)		
TRIREDRAFT_69625	Metallo-beta-lactamase superfamily		
TRIREDRAFT_69647	Enoyl-CoA hydratase/isomerase		
TRIREDRAFT_69648	Cytochrome P450		1.14.13.176
TRIREDRAFT_69650	FAD binding domain		
TRIREDRAFT_69651	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_69652	Tryptophan halogenase		
TRIREDRAFT_69656	MYND domain protein		
TRIREDRAFT_69663	Alpha/beta hydrolase family		
TRIREDRAFT_69679	Bacterial extracellular solute-binding protein		
TRIREDRAFT_69686	Dcp1-like decapping family		
TRIREDRAFT_69688	Polysaccharide biosynthesis protein		
TRIREDRAFT_69692			
TRIREDRAFT_69695	Fungal specific transcription factor domain		
TRIREDRAFT_69696	Luciferase-like monooxygenase		
TRIREDRAFT_69700	Glycoside hydrolase family 89		3.2.1.50
TRIREDRAFT_69712	Major Facilitator Superfamily		
TRIREDRAFT_69727			
TRIREDRAFT_69736	Belongs to the glycosyl hydrolase 30 family		3.2.1.75
TRIREDRAFT_69742	Alpha/beta hydrolase family		
TRIREDRAFT_69751	Phenol hydroxylase, C-terminal dimerisation domain		1.14.13.7
TRIREDRAFT_69753	Adenosine/AMP deaminase		3.5.4.4
TRIREDRAFT_69755	L-asparaginase II		
TRIREDRAFT_69757	Peptidyl-tRNA hydrolase		3.1.1.29
TRIREDRAFT_69769	NADH:flavin oxidoreductase / NADH oxidase family		
TRIREDRAFT_69771	Major Facilitator Superfamily		
TRIREDRAFT_69777			
TRIREDRAFT_69791	Taurine catabolism dioxygenase TauD, TfdA family		
TRIREDRAFT_69793	Cyclin C-terminal domain		
TRIREDRAFT_69805	NAD(P)H-binding		
TRIREDRAFT_69811	Gamma-glutamyltranspeptidase		2.3.2.2,3.4.19.13
TRIREDRAFT_69816	Aminoglycoside 3-N-acetyltransferase		
TRIREDRAFT_69823	Aminotransferase class I and II		
TRIREDRAFT_69825			
TRIREDRAFT_69834	Major Facilitator Superfamily		
TRIREDRAFT_69838	Required for proper 27S pre-rRNA processing and 60S ribosome subunit assembly(NIP7)		
TRIREDRAFT_69840	Enoyl-(Acyl carrier protein) reductase(SOU1)		1.1.1.289
TRIREDRAFT_69841	Protein of unknown function (DUF4246)		
TRIREDRAFT_69853	TPR/MLP1/MLP2-like protein(MLP1)		
TRIREDRAFT_69857	Haloacid dehalogenase-like hydrolase		
TRIREDRAFT_69858	Acid phosphatase homologues		3.1.3.4,3.1.3.81
TRIREDRAFT_69863	Amidase		3.5.1.4
TRIREDRAFT_69868	Glycolipid 2-alpha-mannosyltransferase		
TRIREDRAFT_69870	FAD binding domain		
TRIREDRAFT_69879	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)		
TRIREDRAFT_69881	Pyoverdine/dityrosine biosynthesis protein		
TRIREDRAFT_69883	Cytochrome P450		
TRIREDRAFT_69885	Belongs to the eIF-2B alpha beta delta subunits family		
TRIREDRAFT_69896	Alpha/beta hydrolase family		
TRIREDRAFT_69901	Sugar (and other) transporter(HGT1)		
TRIREDRAFT_69904	integral membrane protein		
TRIREDRAFT_69920	NAD(P)H-binding		
TRIREDRAFT_69926	Capsular polysaccharide synthesis protein		
TRIREDRAFT_69928	alpha-L-rhamnosidase		
TRIREDRAFT_69933	Artemis protein		
TRIREDRAFT_69944	Belongs to the glycosyl hydrolase 31 family		3.2.1.177
TRIREDRAFT_69946	Phosphopantetheine attachment site		
TRIREDRAFT_69950	3-beta hydroxysteroid dehydrogenase/isomerase family		
TRIREDRAFT_69956	Alcohol dehydrogenase GroES-like domain		1.1.1.2
TRIREDRAFT_69957	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_69960	Required for replication-independent chromatin assembly and for the periodic repression of histone gene transcription during the cell cycle(HIR1)		
TRIREDRAFT_69963	Domain of unknown function (DUF1868)		
TRIREDRAFT_69972	Fungal specific transcription factor domain		
TRIREDRAFT_69975	Nucleotide-sugar transporter(gms1)		
TRIREDRAFT_69998	XPA protein C-terminus(RAD14)		
TRIREDRAFT_70001	Alpha/beta hydrolase		
TRIREDRAFT_70017	Belongs to the universal ribosomal protein uS19 family(RSM19)		
TRIREDRAFT_70021	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella		
TRIREDRAFT_70025	Zinc-binding dehydrogenase		
TRIREDRAFT_70026	Ima1 N-terminal domain		
TRIREDRAFT_70028	WD domain, G-beta repeat		
TRIREDRAFT_70035	Glycosyltransferase Family 4(ALG2)		2.4.1.132,2.4.1.257
TRIREDRAFT_70040	Protein prenyltransferase alpha subunit repeat(BET4)		2.5.1.60
TRIREDRAFT_70071	Fungal specific transcription factor domain		
TRIREDRAFT_70076	Belongs to the inositol phosphokinase (IPK) family(KCS1)		2.7.4.21
TRIREDRAFT_70084	Belongs to the MRE11 RAD32 family(MRE11)		
TRIREDRAFT_70090	Eukaryotic-type carbonic anhydrase		
TRIREDRAFT_70092	FAD dependent oxidoreductase		
TRIREDRAFT_70096	WD domain, G-beta repeat		
TRIREDRAFT_70098	Amino acid permease		
TRIREDRAFT_70108	Sugar (and other) transporter		
TRIREDRAFT_70127	RTA1 like protein		
TRIREDRAFT_70139	Haemolysin-III related		
TRIREDRAFT_70161	Belongs to the cytochrome P450 family		
TRIREDRAFT_70172	Major Facilitator Superfamily		
TRIREDRAFT_70175	Thioesterase-like superfamily		
TRIREDRAFT_70186	Glycosyl hydrolases family 28		3.2.1.67
TRIREDRAFT_70191	Patatin-like phospholipase		2.1.2.1
TRIREDRAFT_70195			
TRIREDRAFT_70197	Beta-lactamase superfamily domain		
TRIREDRAFT_70201	Acetyltransferase (GNAT) domain		
TRIREDRAFT_70204			
TRIREDRAFT_70218	Domain of unknown function (DUF3819)(CDC39)		
TRIREDRAFT_70223	Cryptococcal mannosyltransferase 1		
TRIREDRAFT_70251	VHS domain(HSE1)		
TRIREDRAFT_70266	Belongs to the protein kinase superfamily(CDC28)		2.7.11.22
TRIREDRAFT_70305	Elongation factor Tu C-terminal domain(SUP35)		
TRIREDRAFT_70310	Cupin-like domain		
TRIREDRAFT_70311	FAD binding domain		
TRIREDRAFT_70316	RmlD substrate binding domain		
TRIREDRAFT_70319	Major Facilitator Superfamily		2.7.11.1
TRIREDRAFT_70323	Major Facilitator Superfamily		
TRIREDRAFT_70327			
TRIREDRAFT_70329	L-lysine 6-monooxygenase (NADPH-requiring)		
TRIREDRAFT_70334	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_70339	Belongs to the cytochrome P450 family		
TRIREDRAFT_70341	Chitosanase catalyzing the endo-type cleavage of chitosan, the deacylated form of chitin. Chitosanase may be crucial in the degradation of the deacetylated portion of chitin in the fungal cell wall(csn)		3.2.1.132
TRIREDRAFT_70349	Major Facilitator Superfamily		
TRIREDRAFT_70351	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_70355	ubiE/COQ5 methyltransferase family		
TRIREDRAFT_70365	Bacterial low temperature requirement A protein (LtrA)		
TRIREDRAFT_70373	Pfam:DUF1237		
TRIREDRAFT_70375	Amidase		3.5.1.4
TRIREDRAFT_70377	Phosphorylase superfamily		
TRIREDRAFT_70383	Aldehyde dehydrogenase family		
TRIREDRAFT_70397	Threonyl and Alanyl tRNA synthetase second additional domain		
TRIREDRAFT_70400	Capsule polysaccharide biosynthesis protein		
TRIREDRAFT_70414	Fungal specific transcription factor domain		
TRIREDRAFT_70429	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_70439	NADH-ubiquinone oxidoreductase		
TRIREDRAFT_70452	Flavin containing amine oxidoreductase		
TRIREDRAFT_70488	Redoxin(DOT5)		1.11.1.15
TRIREDRAFT_70491	Dienelactone hydrolase family		
TRIREDRAFT_70500			
TRIREDRAFT_70511	Belongs to the mitochondrial carrier (TC 2.A.29) family(ANT1)		
TRIREDRAFT_70517	FORKHEAD(FKH2)		
TRIREDRAFT_70520	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_70527	Cytoplasmic phospholipase A2, catalytic subunit(PLB1)		3.1.1.5
TRIREDRAFT_70532	Phosphate acyltransferases(TAZ1)		
TRIREDRAFT_70542	Glycosyl hydrolases family 16		
TRIREDRAFT_70546	Poly(A) polymerase predicted RNA binding domain(PAP1)		2.7.7.19
TRIREDRAFT_70547	Fungal specific transcription factor domain		
TRIREDRAFT_70548	Guanine nucleotide exchange factor for Ras-like GTPases; N-terminal motif(CDC25)		
TRIREDRAFT_70560	Belongs to the peptidase C2 family(RIM13)		
TRIREDRAFT_70570	Fungal specific transcription factor domain		
TRIREDRAFT_70577	zinc finger		
TRIREDRAFT_70599	Phosphorylase superfamily		
TRIREDRAFT_70600	Catalase		1.11.1.6
TRIREDRAFT_70608	HHE domain		
TRIREDRAFT_70630	alpha/beta hydrolase fold		2.3.1.31
TRIREDRAFT_70631	Belongs to the type-B carboxylesterase lipase family		
TRIREDRAFT_70639	NACHT domain		
TRIREDRAFT_70644	Polysaccharide biosynthesis protein(RFT1)		
TRIREDRAFT_70646	Retinal pigment epithelial membrane protein		1.13.11.59
TRIREDRAFT_70703	Belongs to the CDP-alcohol phosphatidyltransferase class-I family		2.7.8.41
TRIREDRAFT_70736	Arv1-like family		
TRIREDRAFT_70750	ATP synthase subunit H(VMA9)		
TRIREDRAFT_70772	PGAP1-like protein(BST1)		
TRIREDRAFT_70778	MutL C terminal dimerisation domain(PMS1)		
TRIREDRAFT_70795	Translation-initiation factor 2(FUN12)		
TRIREDRAFT_70800	Belongs to the peptidase M36 family(MEP)		
TRIREDRAFT_70803	Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity. Confers resistance to H(2)O(2) in hyphae. May play an antioxidative role in fungal defense against the host-produced H(2)O(2) (oxidative burst) at the early stage of plant infection(katG)		1.11.1.21
TRIREDRAFT_70806	IgE-binding protein		
TRIREDRAFT_70807			
TRIREDRAFT_70808	Nucleoside 2-deoxyribosyltransferase like		
TRIREDRAFT_70811	A Receptor for Ubiquitination Targets(CDC4)		
TRIREDRAFT_70816	Asparaginase		3.5.1.26
TRIREDRAFT_70823	Gpi16 subunit, GPI transamidase component(GPI16)		
TRIREDRAFT_70829	Sugar (and other) transporter		
TRIREDRAFT_70830	Major Facilitator Superfamily		
TRIREDRAFT_70837	-domain-containing protein		
TRIREDRAFT_70838			
TRIREDRAFT_70840	CFEM domain		
TRIREDRAFT_70842	Cytochrome P450		
TRIREDRAFT_70845	Pectate lyase superfamily protein		
TRIREDRAFT_70847	Lipid-droplet associated hydrolase		
TRIREDRAFT_70855	EthD domain		
TRIREDRAFT_70859	Amidase		3.5.1.4
TRIREDRAFT_70860	Uncharacterised MFS-type transporter YbfB		
TRIREDRAFT_70861			
TRIREDRAFT_70875	Protein tyrosine kinase		2.7.12.1
TRIREDRAFT_70894	Domain of unknown function (DUF4440)		
TRIREDRAFT_70907	Ankyrin repeats (many copies)		
TRIREDRAFT_70910	GMC oxidoreductase		
TRIREDRAFT_70912	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_70918			
TRIREDRAFT_70919	ribonuclease		
TRIREDRAFT_70921			
TRIREDRAFT_70922	ATPase family associated with various cellular activities (AAA)		
TRIREDRAFT_70923	Protein of unknown function (DUF4246)		
TRIREDRAFT_70927	Peptidase A4 family		
TRIREDRAFT_70932	Major Facilitator Superfamily		
TRIREDRAFT_70933	Major Facilitator Superfamily		
TRIREDRAFT_70934	OPT oligopeptide transporter protein(OPT6)		
TRIREDRAFT_70943	His Kinase A (phosphoacceptor) domain(SLN1)		2.7.13.3
TRIREDRAFT_70949	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain		
TRIREDRAFT_70956	Cytochrome P450		
TRIREDRAFT_70960	Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism(AAH1)		3.5.4.4
TRIREDRAFT_70961	dienelactone hydrolase		
TRIREDRAFT_70962	Pro-kumamolisin, activation domain		3.4.14.9
TRIREDRAFT_70967			
TRIREDRAFT_70972	Major Facilitator Superfamily		
TRIREDRAFT_70973	Acetyltransferase (GNAT) domain		
TRIREDRAFT_70984	Belongs to the cytochrome P450 family		
TRIREDRAFT_70988	Pyridine nucleotide-disulphide oxidoreductase		1.14.13.8
TRIREDRAFT_70991	DJ-1/PfpI family		
TRIREDRAFT_70994	Beta-lactamase		
TRIREDRAFT_70996	Glyoxalase Bleomycin resistance protein Dioxygenase superfamily		
TRIREDRAFT_70998	Amino acid permease		
TRIREDRAFT_71005	Condensation domain		
TRIREDRAFT_71008	Fungal trichothecene efflux pump (TRI12)		
TRIREDRAFT_71010	ABC transporter transmembrane region		
TRIREDRAFT_71019	NUDIX domain(PCD1)		
TRIREDRAFT_71021	Serine aminopeptidase, S33(bem46)		
TRIREDRAFT_71029	Ctr copper transporter family(CTR2)		
TRIREDRAFT_71034			
TRIREDRAFT_71037	Phosphotransferase enzyme family		
TRIREDRAFT_71039	Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate(BNA1)		1.13.11.6
TRIREDRAFT_71050	Pfam:Methyltransf_26(MTQ2)		2.1.1.297
TRIREDRAFT_71059	Major Facilitator Superfamily		
TRIREDRAFT_71071			
TRIREDRAFT_71072	Shikimate kinase		
TRIREDRAFT_71076	Alpha/beta hydrolase family		
TRIREDRAFT_71077	IBR domain, a half RING-finger domain		
TRIREDRAFT_71078	Calcium calmodulin dependent protein kinase(CMK2)		2.7.11.17
TRIREDRAFT_71080	Fungal specific transcription factor domain		
TRIREDRAFT_71092	Belongs to the histidine acid phosphatase family		
TRIREDRAFT_71094	Dioxygenase		
TRIREDRAFT_71095	Belongs to the aldehyde dehydrogenase family		
TRIREDRAFT_71101	Enoyl-CoA hydratase/isomerase		
TRIREDRAFT_71103	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family		
TRIREDRAFT_71117	Glycosyl transferase family 8		
TRIREDRAFT_71119	Capsule polysaccharide biosynthesis protein		
TRIREDRAFT_71123			
TRIREDRAFT_71125	Patatin-like phospholipase		
TRIREDRAFT_71126			
TRIREDRAFT_71170	FAD dependent oxidoreductase		
TRIREDRAFT_71173	Phosphotransferase enzyme family		
TRIREDRAFT_71245	Glycoside hydrolase family 18		3.2.1.14
TRIREDRAFT_71259	Domain of unknown function (DUF3336)(TGL3)		3.1.1.3
TRIREDRAFT_71284	Microtubule-associated protein CRIPT		
TRIREDRAFT_71304	Ribosomal L39 protein(RPL39)		
TRIREDRAFT_71315	P21-Rho-binding domain(CLA4)		2.7.11.1
TRIREDRAFT_71326	Amidohydrolase family		
TRIREDRAFT_71343	This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport(COX12)		
TRIREDRAFT_71344			
TRIREDRAFT_71363	ABC transporter(TEF3)		
TRIREDRAFT_71371	FR47-like protein(ats1)		
TRIREDRAFT_71374	Plays a role in vesicular protein sorting(vps35)		
TRIREDRAFT_71380	N-terminal domain with HPIH motif(HMG1)		1.1.1.34
TRIREDRAFT_71390	Lytic transglycolase		
TRIREDRAFT_71394	Glycosyl hydrolase family 79 C-terminal beta domain		
TRIREDRAFT_71399	Glycosyl hydrolases family 16		
TRIREDRAFT_71410	domain present in translation initiation factor eIF2B and eIF5(TIF5)		
TRIREDRAFT_71441			
TRIREDRAFT_71468	As part of the replication protein A (RPA RP-A), a single-stranded DNA-binding heterotrimeric complex, may play an essential role in DNA replication, recombination and repair. Binds and stabilizes single-stranded DNA intermediates, preventing complementary DNA reannealing and recruiting different proteins involved in DNA metabolism(RFA1)		
TRIREDRAFT_71496	Dehydrogenase		
TRIREDRAFT_71532	Glycoside hydrolase family 71 protein		
TRIREDRAFT_71554	Belongs to the glycosyl hydrolase 5 (cellulase A) family		3.2.1.78
TRIREDRAFT_71556			
TRIREDRAFT_71559	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold(ANB1)		
TRIREDRAFT_71563	DEK C terminal domain		2.4.1.16
TRIREDRAFT_71566	Belongs to the histidine acid phosphatase family(phyA)		3.1.3.8
TRIREDRAFT_71649	Dihydrouridine synthase (Dus)(DUS4)		1.3.1.90
TRIREDRAFT_71655	Ergosterol biosynthesis ERG4/ERG24 family(ERG4)		1.3.1.71
TRIREDRAFT_71676	Pfam:Ureidogly_hydro		
TRIREDRAFT_71689			
TRIREDRAFT_71759	Tyrosyl-tRNA synthetase C-terminal domain(MSY1)		6.1.1.1
TRIREDRAFT_71783	OB-fold nucleic acid binding domain(MSK1)		6.1.1.6
TRIREDRAFT_71791	Utp14 protein		
TRIREDRAFT_71817	Major Facilitator Superfamily		
TRIREDRAFT_71823	Fungal specific transcription factor domain		
TRIREDRAFT_71872	Domain of unknown function (DUF3554)(GCN1)		
TRIREDRAFT_71970	Phospholipase C, catalytic domain (part); domain Y		
TRIREDRAFT_71994	Belongs to the ubiquitin-conjugating enzyme family(ubc1)		2.3.2.23
TRIREDRAFT_72004	G protein-coupled glucose receptor regulating Gpa2		
TRIREDRAFT_72012	Glycosyl transferase family 8(GLG2)		2.4.1.186
TRIREDRAFT_72042			
TRIREDRAFT_72057	Fungal specific transcription factor domain		
TRIREDRAFT_72071	Ricin-type beta-trefoil		
TRIREDRAFT_72072	Carbohydrate esterase family 1		
TRIREDRAFT_72076	Fungal specific transcription factor domain		
TRIREDRAFT_72086	Peptidase dimerisation domain		3.4.17.4
TRIREDRAFT_72091			
TRIREDRAFT_72108	ERCC4 domain(rad16)		
TRIREDRAFT_72137			
TRIREDRAFT_72158	Sister chromatid cohesion C-terminus(SCC2)		
TRIREDRAFT_72183	CVNH domain		
TRIREDRAFT_72231	Membrane fusion protein Use1		
TRIREDRAFT_72259	Regulator of G protein signaling domain		
TRIREDRAFT_72287	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family(TRM2)		2.1.1.35
TRIREDRAFT_72321	Subtilase family		
TRIREDRAFT_72339	Glycoside hydrolase family 18		3.2.1.14
TRIREDRAFT_72379	Pfam:PA14_2		3.2.1.4
TRIREDRAFT_72383	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
TRIREDRAFT_72408	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family		
TRIREDRAFT_72459	Phosphatidylinositol-4-phosphate 5-Kinase(MSS4)		2.7.1.68
TRIREDRAFT_72488	Glycosyl hydrolase family 65, N-terminal domain		
TRIREDRAFT_72521	The SPT4-SPT5 complex mediates both activation and inhibition of transcription elongation, and plays a role in pre- mRNA processing. This complex seems to be important for the stability of the RNA polymerase II elongation machinery on the chromatin template but not for the inherent ability of this machinery to translocate down the gene(SPT4)		
TRIREDRAFT_72524			
TRIREDRAFT_72526	Alpha-glucuronidase involved in the hydrolysis of xylan, a major structural heterogeneous polysaccharide found in plant biomass representing the second most abundant polysaccharide in the biosphere, after cellulose. Releases 4-O-methylglucuronic acid from xylan(aguA)		3.2.1.139
TRIREDRAFT_72549	Flavoprotein(PAD1)		2.5.1.129
TRIREDRAFT_72567	Belongs to the glycosyl hydrolase family 6(cbhC)		3.2.1.91
TRIREDRAFT_72568	Glycosyl hydrolase family 79 C-terminal beta domain		
TRIREDRAFT_72581			
TRIREDRAFT_72602			
TRIREDRAFT_72605	7 transmembrane receptor (Secretin family)		
TRIREDRAFT_72606	Belongs to the ubiquitin-activating E1 family(UBA1)		6.2.1.45
TRIREDRAFT_72611	Transcription factor		
TRIREDRAFT_72612	Peptidase dimerisation domain		3.4.17.4
TRIREDRAFT_72615	OB-fold nucleic acid binding domain(KRS1)		6.1.1.6
TRIREDRAFT_72627	7 transmembrane receptor (Secretin family)		
TRIREDRAFT_72632	Melibiase(aglB)		3.2.1.22
TRIREDRAFT_72643	Arginosuccinate synthase		6.3.4.5
TRIREDRAFT_72661			
TRIREDRAFT_72685	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH(GND1)		1.1.1.343,1.1.1.44
TRIREDRAFT_72694	Bacterial transferase hexapeptide (six repeats)		
TRIREDRAFT_72704	Belongs to the glycosyl hydrolase 27 family		3.2.1.22
TRIREDRAFT_72780			
TRIREDRAFT_72788	Fringe-like		
TRIREDRAFT_72796	catalytic domain of ctd-like phosphatases(NEM1)		3.1.3.16
TRIREDRAFT_72800			
TRIREDRAFT_72859	Shwachman-Bodian-Diamond syndrome (SBDS) protein		
TRIREDRAFT_72896	Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)(dpm2)		
TRIREDRAFT_72907	present in yeast cell wall integrity and stress response component proteins		
TRIREDRAFT_72918	Ribosomal protein L19		
TRIREDRAFT_72922	Amino acid permease		
TRIREDRAFT_72941	ATP synthase E chain(TIM11)		
TRIREDRAFT_72993	Fungal specific transcription factor domain		
TRIREDRAFT_73005	Glycosyl hydrolase family 79 C-terminal beta domain		
TRIREDRAFT_73016	Belongs to the GMC oxidoreductase family		
TRIREDRAFT_73023			
TRIREDRAFT_73024			
TRIREDRAFT_73039	Phosphotransferase enzyme family		
TRIREDRAFT_73048			
TRIREDRAFT_73099	PIF1-like helicase		3.6.4.12
TRIREDRAFT_73101	Glycosyl hydrolases family 16		
TRIREDRAFT_73102	Glycoside hydrolase family 39 protein		
TRIREDRAFT_73103			
TRIREDRAFT_73104	Fungal specific transcription factor domain		
TRIREDRAFT_73110	Acetyltransferase (GNAT) domain(ats1)		
TRIREDRAFT_73119			
TRIREDRAFT_73134	Glycosyltransferase family 20		2.4.1.15,3.1.3.12
TRIREDRAFT_73173	Fungal hydrophobin		
TRIREDRAFT_73179	Glycosyl hydrolase family 71		3.2.1.59
TRIREDRAFT_73190	DNA polymerase type-B family(REV3)		2.7.7.7
TRIREDRAFT_73231	Ribosomal protein L34		
TRIREDRAFT_73235	CAAX prenyl protease N-terminal, five membrane helices(STE24)		3.4.24.84
TRIREDRAFT_73248	Pectate lyase superfamily protein		
TRIREDRAFT_73250	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family		
TRIREDRAFT_73256	Glycosyl hydrolase family 81		3.2.1.6
TRIREDRAFT_73344	Belongs to the cytochrome P450 family		
TRIREDRAFT_73417	basic region leucin zipper		
TRIREDRAFT_73450	S25 ribosomal protein(RPS25)		
TRIREDRAFT_73501	STAG domain(IRR1)		
TRIREDRAFT_73504	ssDNA-binding domain of telomere protection protein		
TRIREDRAFT_73511	ATP-NAD kinase		2.7.1.23
TRIREDRAFT_73516	Pfam:DUF2823		
TRIREDRAFT_73517	N1221-like protein(FAR11)		
TRIREDRAFT_73519			
TRIREDRAFT_73523	Peroxidase		
